mem_no,session_id,log_dt,log_stamp,referrer
32,18,2023-08-01,2023-08-01 18:47:39,null
32,18,2023-08-01,2023-08-01 18:47:40,null
32,18,2023-08-01,2023-08-01 18:47:42,null
32,18,2023-08-01,2023-08-01 18:47:43,null
32,18,2023-08-01,2023-08-01 18:47:46,null
32,18,2023-08-01,2023-08-01 18:47:47,null
32,18,2023-08-01,2023-08-01 18:47:52,null
32,18,2023-08-01,2023-08-01 18:47:54,null
32,18,2023-08-01,2023-08-01 18:47:57,null
32,18,2023-08-01,2023-08-01 18:48:00,null
32,18,2023-08-01,2023-08-01 18:48:03,null
32,18,2023-08-01,2023-08-01 18:48:08,null
32,18,2023-08-01,2023-08-01 18:48:10,null
32,18,2023-08-01,2023-08-01 18:48:11,null
32,18,2023-08-01,2023-08-01 18:48:13,null
32,18,2023-08-01,2023-08-01 18:48:23,null
32,18,2023-08-01,2023-08-01 18:48:29,null
32,18,2023-08-01,2023-08-01 18:48:33,null
32,18,2023-08-01,2023-08-01 18:48:34,null
32,18,2023-08-01,2023-08-01 18:48:54,null
32,18,2023-08-01,2023-08-01 18:48:56,null
32,18,2023-08-01,2023-08-01 18:48:58,null
32,18,2023-08-01,2023-08-01 18:48:59,null
32,18,2023-08-01,2023-08-01 18:49:02,null
32,18,2023-08-01,2023-08-01 18:49:05,null
32,18,2023-08-01,2023-08-01 18:49:21,null
32,18,2023-08-01,2023-08-01 18:49:24,null
32,19,2023-08-01,2023-08-01 11:19:33,null
32,19,2023-08-01,2023-08-01 11:19:35,null
32,19,2023-08-01,2023-08-01 11:19:36,null
32,19,2023-08-01,2023-08-01 11:19:42,null
32,19,2023-08-01,2023-08-01 11:19:43,null
32,19,2023-08-01,2023-08-01 11:19:45,null
32,19,2023-08-01,2023-08-01 11:19:46,null
32,19,2023-08-01,2023-08-01 11:19:50,null
32,19,2023-08-01,2023-08-01 11:19:51,null
32,19,2023-08-01,2023-08-01 11:19:52,null
32,19,2023-08-01,2023-08-01 11:19:55,null
32,19,2023-08-01,2023-08-01 11:19:56,null
32,19,2023-08-01,2023-08-01 11:19:57,null
32,19,2023-08-01,2023-08-01 11:20:00,null
32,19,2023-08-01,2023-08-01 11:20:06,null
32,19,2023-08-01,2023-08-01 11:20:07,null
32,19,2023-08-01,2023-08-01 11:20:18,null
32,19,2023-08-01,2023-08-01 11:20:19,null
32,19,2023-08-01,2023-08-01 11:20:21,null
32,19,2023-08-01,2023-08-01 11:20:22,null
32,19,2023-08-01,2023-08-01 11:20:29,null
32,20,2023-08-01,2023-08-01 14:36:17,null
32,20,2023-08-01,2023-08-01 14:36:18,null
32,20,2023-08-01,2023-08-01 14:36:19,null
32,20,2023-08-01,2023-08-01 14:36:20,null
32,20,2023-08-01,2023-08-01 14:36:23,null
32,20,2023-08-01,2023-08-01 14:36:26,null
32,20,2023-08-01,2023-08-01 14:36:27,null
32,20,2023-08-01,2023-08-01 14:36:29,null
32,20,2023-08-01,2023-08-01 14:36:31,null
32,20,2023-08-01,2023-08-01 14:36:32,null
32,20,2023-08-01,2023-08-01 14:36:35,null
32,20,2023-08-01,2023-08-01 14:36:36,null
32,20,2023-08-01,2023-08-01 14:36:37,null
32,20,2023-08-01,2023-08-01 14:36:38,null
32,20,2023-08-01,2023-08-01 14:36:39,null
32,20,2023-08-01,2023-08-01 14:36:40,null
32,20,2023-08-01,2023-08-01 14:36:56,null
32,20,2023-08-01,2023-08-01 14:36:57,null
32,20,2023-08-01,2023-08-01 14:37:03,null
32,20,2023-08-01,2023-08-01 14:37:05,null
32,20,2023-08-01,2023-08-01 14:37:11,null
32,20,2023-08-01,2023-08-01 14:37:12,null
32,20,2023-08-01,2023-08-01 14:37:13,null
32,20,2023-08-01,2023-08-01 14:37:15,null
32,20,2023-08-01,2023-08-01 14:37:16,null
32,20,2023-08-01,2023-08-01 14:37:17,null
32,20,2023-08-01,2023-08-01 14:37:18,null
32,20,2023-08-01,2023-08-01 14:37:19,null
32,20,2023-08-01,2023-08-01 14:37:20,null
32,20,2023-08-01,2023-08-01 14:37:22,null
32,20,2023-08-01,2023-08-01 14:38:36,null
32,20,2023-08-01,2023-08-01 14:40:34,null
32,20,2023-08-01,2023-08-01 14:40:39,null
32,20,2023-08-01,2023-08-01 14:40:41,null
32,20,2023-08-01,2023-08-01 14:40:49,null
32,20,2023-08-01,2023-08-01 14:40:51,null
32,20,2023-08-01,2023-08-01 14:40:53,null
32,20,2023-08-01,2023-08-01 14:40:56,null
32,20,2023-08-01,2023-08-01 14:41:00,null
32,20,2023-08-01,2023-08-01 14:41:01,null
32,20,2023-08-01,2023-08-01 14:41:02,null
32,20,2023-08-01,2023-08-01 14:41:08,null
32,20,2023-08-01,2023-08-01 14:41:12,null
32,20,2023-08-01,2023-08-01 14:41:16,null
32,20,2023-08-01,2023-08-01 14:44:18,null
32,20,2023-08-01,2023-08-01 14:44:19,null
32,20,2023-08-01,2023-08-01 14:44:20,null
32,20,2023-08-01,2023-08-01 14:44:22,null
32,20,2023-08-01,2023-08-01 14:44:49,null
32,20,2023-08-01,2023-08-01 14:44:50,null
32,20,2023-08-01,2023-08-01 14:44:59,null
32,20,2023-08-01,2023-08-01 14:45:28,null
32,20,2023-08-01,2023-08-01 14:46:44,null
32,20,2023-08-01,2023-08-01 14:49:50,null
32,20,2023-08-01,2023-08-01 14:49:51,null
32,20,2023-08-01,2023-08-01 14:49:52,null
32,20,2023-08-01,2023-08-01 14:49:53,null
32,20,2023-08-01,2023-08-01 14:49:57,null
32,20,2023-08-01,2023-08-01 14:49:58,null
32,20,2023-08-01,2023-08-01 14:49:59,null
32,20,2023-08-01,2023-08-01 14:50:00,null
32,20,2023-08-01,2023-08-01 14:50:04,null
32,20,2023-08-01,2023-08-01 14:50:05,null
32,20,2023-08-01,2023-08-01 14:50:20,null
32,20,2023-08-01,2023-08-01 14:50:22,null
32,20,2023-08-01,2023-08-01 14:51:05,null
32,20,2023-08-01,2023-08-01 14:51:08,null
32,20,2023-08-01,2023-08-01 14:51:10,null
32,20,2023-08-01,2023-08-01 14:52:52,null
32,20,2023-08-01,2023-08-01 15:22:23,null
32,20,2023-08-01,2023-08-01 15:22:25,null
32,20,2023-08-01,2023-08-01 15:22:26,null
32,20,2023-08-01,2023-08-01 15:22:27,null
32,20,2023-08-01,2023-08-01 15:22:40,null
32,20,2023-08-01,2023-08-01 15:22:41,null
32,20,2023-08-01,2023-08-01 15:22:44,null
32,20,2023-08-01,2023-08-01 15:22:45,null
32,20,2023-08-01,2023-08-01 15:22:47,null
32,20,2023-08-01,2023-08-01 15:22:48,null
32,20,2023-08-01,2023-08-01 15:22:49,null
32,20,2023-08-01,2023-08-01 15:22:50,null
32,20,2023-08-01,2023-08-01 15:22:53,null
32,20,2023-08-01,2023-08-01 15:22:56,null
32,20,2023-08-01,2023-08-01 15:22:57,null
32,20,2023-08-01,2023-08-01 15:22:59,null
32,20,2023-08-01,2023-08-01 15:23:02,null
32,20,2023-08-01,2023-08-01 15:23:04,null
32,20,2023-08-01,2023-08-01 15:23:06,null
32,20,2023-08-01,2023-08-01 15:23:08,null
32,20,2023-08-01,2023-08-01 15:23:16,null
32,20,2023-08-01,2023-08-01 15:23:17,null
32,20,2023-08-01,2023-08-01 15:23:18,null
32,20,2023-08-01,2023-08-01 15:25:48,null
32,20,2023-08-01,2023-08-01 15:25:49,null
32,20,2023-08-01,2023-08-01 15:25:50,null
32,20,2023-08-01,2023-08-01 15:25:51,null
32,20,2023-08-01,2023-08-01 15:25:57,null
32,20,2023-08-01,2023-08-01 15:25:58,null
32,20,2023-08-01,2023-08-01 15:25:59,null
32,20,2023-08-01,2023-08-01 15:26:08,null
32,20,2023-08-01,2023-08-01 15:26:09,null
32,20,2023-08-01,2023-08-01 15:26:11,null
32,20,2023-08-01,2023-08-01 15:26:16,null
32,20,2023-08-01,2023-08-01 15:26:17,null
32,20,2023-08-01,2023-08-01 15:26:18,null
32,20,2023-08-01,2023-08-01 15:26:21,null
32,20,2023-08-01,2023-08-01 15:26:22,null
32,20,2023-08-01,2023-08-01 15:26:24,null
32,20,2023-08-01,2023-08-01 15:26:28,null
32,20,2023-08-01,2023-08-01 15:26:43,null
32,20,2023-08-01,2023-08-01 15:26:45,null
32,20,2023-08-01,2023-08-01 15:26:51,null
32,20,2023-08-01,2023-08-01 15:26:53,null
32,20,2023-08-01,2023-08-01 15:26:57,null
32,20,2023-08-01,2023-08-01 15:26:58,null
32,20,2023-08-01,2023-08-01 15:27:13,null
32,20,2023-08-01,2023-08-01 15:27:14,null
32,20,2023-08-01,2023-08-01 15:27:36,null
32,20,2023-08-01,2023-08-01 15:27:37,null
32,20,2023-08-01,2023-08-01 15:39:11,null
32,20,2023-08-01,2023-08-01 15:39:13,null
32,20,2023-08-01,2023-08-01 15:40:04,null
32,20,2023-08-01,2023-08-01 15:40:05,null
32,20,2023-08-01,2023-08-01 15:40:07,null
32,20,2023-08-01,2023-08-01 15:40:48,null
32,20,2023-08-01,2023-08-01 16:23:24,null
32,20,2023-08-01,2023-08-01 16:23:27,null
32,20,2023-08-01,2023-08-01 16:23:37,null
32,20,2023-08-01,2023-08-01 16:23:38,null
32,20,2023-08-01,2023-08-01 16:24:01,null
32,20,2023-08-01,2023-08-01 16:24:03,null
32,20,2023-08-01,2023-08-01 16:24:04,null
32,20,2023-08-01,2023-08-01 16:24:06,null
32,20,2023-08-01,2023-08-01 16:24:07,null
32,20,2023-08-01,2023-08-01 16:24:10,null
32,20,2023-08-01,2023-08-01 16:24:20,null
32,20,2023-08-01,2023-08-01 16:24:38,null
32,20,2023-08-01,2023-08-01 16:24:40,null
32,20,2023-08-01,2023-08-01 16:24:41,null
32,20,2023-08-01,2023-08-01 16:24:48,null
32,20,2023-08-01,2023-08-01 16:24:49,null
32,20,2023-08-01,2023-08-01 16:24:51,null
32,20,2023-08-01,2023-08-01 16:25:00,null
32,20,2023-08-01,2023-08-01 16:25:11,null
32,20,2023-08-01,2023-08-01 16:25:13,null
32,20,2023-08-01,2023-08-01 16:25:20,null
32,20,2023-08-01,2023-08-01 16:25:22,null
32,20,2023-08-01,2023-08-01 16:25:45,null
32,20,2023-08-01,2023-08-01 16:25:46,null
32,20,2023-08-01,2023-08-01 16:25:49,null
32,20,2023-08-01,2023-08-01 16:25:51,null
32,20,2023-08-01,2023-08-01 16:25:54,null
32,20,2023-08-01,2023-08-01 16:25:55,null
32,20,2023-08-01,2023-08-01 16:26:00,null
32,20,2023-08-01,2023-08-01 16:26:02,null
32,20,2023-08-01,2023-08-01 16:26:08,null
32,20,2023-08-01,2023-08-01 16:26:09,null
32,20,2023-08-01,2023-08-01 16:26:19,null
32,20,2023-08-01,2023-08-01 16:26:20,null
32,20,2023-08-01,2023-08-01 16:26:21,null
32,20,2023-08-01,2023-08-01 16:26:26,null
32,20,2023-08-01,2023-08-01 16:26:27,null
32,20,2023-08-01,2023-08-01 16:26:29,null
32,20,2023-08-01,2023-08-01 16:26:33,null
32,20,2023-08-01,2023-08-01 16:26:37,null
32,20,2023-08-01,2023-08-01 16:26:38,null
32,20,2023-08-01,2023-08-01 16:26:49,null
32,20,2023-08-01,2023-08-01 16:27:34,null
32,20,2023-08-01,2023-08-01 16:27:36,null
32,20,2023-08-01,2023-08-01 16:27:46,null
32,20,2023-08-01,2023-08-01 16:27:50,null
32,20,2023-08-01,2023-08-01 16:27:59,null
32,20,2023-08-01,2023-08-01 16:28:01,null
32,20,2023-08-01,2023-08-01 16:28:09,null
32,20,2023-08-01,2023-08-01 16:28:13,null
32,20,2023-08-01,2023-08-01 16:28:14,null
32,20,2023-08-01,2023-08-01 16:28:17,null
32,20,2023-08-01,2023-08-01 16:28:32,null
32,20,2023-08-01,2023-08-01 16:28:43,null
32,20,2023-08-01,2023-08-01 16:30:10,null
32,20,2023-08-01,2023-08-01 16:30:12,null
32,20,2023-08-01,2023-08-01 16:30:13,null
32,20,2023-08-01,2023-08-01 16:30:15,null
32,20,2023-08-01,2023-08-01 16:30:16,null
32,20,2023-08-01,2023-08-01 16:30:26,null
32,20,2023-08-01,2023-08-01 16:30:28,null
32,20,2023-08-01,2023-08-01 16:30:40,null
32,20,2023-08-01,2023-08-01 16:30:52,null
32,20,2023-08-01,2023-08-01 16:30:54,null
32,20,2023-08-01,2023-08-01 16:31:07,null
32,20,2023-08-01,2023-08-01 16:31:08,null
32,20,2023-08-01,2023-08-01 16:31:29,null
32,20,2023-08-01,2023-08-01 16:31:30,null
32,20,2023-08-01,2023-08-01 16:31:31,null
32,20,2023-08-01,2023-08-01 16:31:32,null
32,20,2023-08-01,2023-08-01 16:31:39,null
32,20,2023-08-01,2023-08-01 16:31:40,null
32,20,2023-08-01,2023-08-01 16:31:41,null
32,20,2023-08-01,2023-08-01 16:31:52,null
32,20,2023-08-01,2023-08-01 16:31:58,null
32,20,2023-08-01,2023-08-01 16:31:59,null
32,20,2023-08-01,2023-08-01 16:32:03,null
32,20,2023-08-01,2023-08-01 16:32:23,null
32,20,2023-08-01,2023-08-01 16:32:25,null
32,20,2023-08-01,2023-08-01 16:32:30,null
32,20,2023-08-01,2023-08-01 16:32:31,null
32,20,2023-08-01,2023-08-01 16:32:43,null
32,20,2023-08-01,2023-08-01 16:32:44,null
32,20,2023-08-01,2023-08-01 16:33:36,null
32,20,2023-08-01,2023-08-01 16:33:37,null
32,20,2023-08-01,2023-08-01 16:33:45,null
32,20,2023-08-01,2023-08-01 16:33:46,null
32,20,2023-08-01,2023-08-01 16:33:47,null
28,21,2023-08-01,2023-08-01 12:18:33,bnr1
28,21,2023-08-01,2023-08-01 12:18:43,null
28,21,2023-08-01,2023-08-01 12:18:47,null
28,21,2023-08-01,2023-08-01 12:18:48,null
28,21,2023-08-01,2023-08-01 12:18:49,null
28,21,2023-08-01,2023-08-01 12:19:23,null
28,21,2023-08-01,2023-08-01 12:19:25,null
28,21,2023-08-01,2023-08-01 12:19:26,null
28,21,2023-08-01,2023-08-01 12:19:35,null
28,21,2023-08-01,2023-08-01 12:19:36,null
28,21,2023-08-01,2023-08-01 12:19:46,null
28,21,2023-08-01,2023-08-01 12:19:47,null
28,21,2023-08-01,2023-08-01 12:19:48,null
28,21,2023-08-01,2023-08-01 12:20:01,null
28,21,2023-08-01,2023-08-01 12:20:02,null
28,21,2023-08-01,2023-08-01 12:20:08,null
28,21,2023-08-01,2023-08-01 12:20:09,null
28,21,2023-08-01,2023-08-01 12:20:10,null
28,21,2023-08-01,2023-08-01 12:20:19,null
28,21,2023-08-01,2023-08-01 12:20:27,null
28,21,2023-08-01,2023-08-01 12:20:28,null
28,21,2023-08-01,2023-08-01 12:21:04,null
28,21,2023-08-01,2023-08-01 12:21:05,null
28,21,2023-08-01,2023-08-01 12:21:06,null
28,21,2023-08-01,2023-08-01 12:21:07,null
28,21,2023-08-01,2023-08-01 12:21:44,null
28,21,2023-08-01,2023-08-01 12:21:45,null
28,21,2023-08-01,2023-08-01 12:21:48,null
28,21,2023-08-01,2023-08-01 12:21:49,null
28,21,2023-08-01,2023-08-01 12:21:51,null
28,21,2023-08-01,2023-08-01 12:21:55,null
28,21,2023-08-01,2023-08-01 12:21:56,null
28,21,2023-08-01,2023-08-01 12:21:58,null
28,21,2023-08-01,2023-08-01 12:21:59,null
28,21,2023-08-01,2023-08-01 12:22:04,null
28,21,2023-08-01,2023-08-01 12:22:07,null
28,21,2023-08-01,2023-08-01 12:22:08,null
28,21,2023-08-01,2023-08-01 12:22:11,null
28,21,2023-08-01,2023-08-01 12:22:13,null
28,21,2023-08-01,2023-08-01 12:22:18,null
28,21,2023-08-01,2023-08-01 12:22:19,null
28,21,2023-08-01,2023-08-01 12:22:20,null
28,21,2023-08-01,2023-08-01 12:22:21,null
28,21,2023-08-01,2023-08-01 12:22:56,null
28,21,2023-08-01,2023-08-01 12:22:57,null
28,21,2023-08-01,2023-08-01 12:22:58,null
28,21,2023-08-01,2023-08-01 12:22:59,null
28,21,2023-08-01,2023-08-01 12:23:01,null
28,21,2023-08-01,2023-08-01 12:23:02,null
28,21,2023-08-01,2023-08-01 12:23:10,null
28,21,2023-08-01,2023-08-01 12:23:11,null
28,21,2023-08-01,2023-08-01 12:23:12,null
28,21,2023-08-01,2023-08-01 12:23:14,null
28,21,2023-08-01,2023-08-01 12:23:16,null
28,21,2023-08-01,2023-08-01 12:23:18,null
28,21,2023-08-01,2023-08-01 12:23:19,null
28,21,2023-08-01,2023-08-01 12:23:20,null
28,21,2023-08-01,2023-08-01 12:23:22,null
28,21,2023-08-01,2023-08-01 12:23:23,null
28,21,2023-08-01,2023-08-01 12:23:24,null
28,21,2023-08-01,2023-08-01 12:23:26,null
28,21,2023-08-01,2023-08-01 12:23:29,null
28,21,2023-08-01,2023-08-01 12:23:30,null
28,21,2023-08-01,2023-08-01 12:23:31,null
28,21,2023-08-01,2023-08-01 12:23:33,null
28,21,2023-08-01,2023-08-01 12:23:38,null
28,21,2023-08-01,2023-08-01 12:23:39,null
28,21,2023-08-01,2023-08-01 12:23:42,null
28,21,2023-08-01,2023-08-01 12:23:43,null
28,21,2023-08-01,2023-08-01 12:23:44,null
28,21,2023-08-01,2023-08-01 12:23:51,null
28,21,2023-08-01,2023-08-01 12:23:58,null
28,21,2023-08-01,2023-08-01 12:23:59,null
28,21,2023-08-01,2023-08-01 12:24:06,null
28,21,2023-08-01,2023-08-01 12:24:07,null
28,21,2023-08-01,2023-08-01 12:24:08,null
28,21,2023-08-01,2023-08-01 12:24:09,null
28,21,2023-08-01,2023-08-01 12:24:10,null
28,21,2023-08-01,2023-08-01 12:24:13,null
28,21,2023-08-01,2023-08-01 12:24:14,null
28,21,2023-08-01,2023-08-01 12:24:16,null
28,21,2023-08-01,2023-08-01 12:24:17,null
28,21,2023-08-01,2023-08-01 12:24:26,null
28,21,2023-08-01,2023-08-01 12:25:13,null
28,21,2023-08-01,2023-08-01 12:25:23,null
28,21,2023-08-01,2023-08-01 12:25:26,null
28,21,2023-08-01,2023-08-01 12:25:27,null
28,21,2023-08-01,2023-08-01 12:25:29,null
28,21,2023-08-01,2023-08-01 12:25:31,null
28,21,2023-08-01,2023-08-01 12:25:35,null
28,21,2023-08-01,2023-08-01 12:25:38,null
28,21,2023-08-01,2023-08-01 12:25:40,null
28,21,2023-08-01,2023-08-01 12:25:46,null
28,21,2023-08-01,2023-08-01 12:25:47,null
28,21,2023-08-01,2023-08-01 12:25:49,null
28,21,2023-08-01,2023-08-01 12:25:50,null
28,21,2023-08-01,2023-08-01 12:25:51,null
28,21,2023-08-01,2023-08-01 12:25:55,null
28,21,2023-08-01,2023-08-01 12:26:01,null
28,21,2023-08-01,2023-08-01 12:27:00,null
28,21,2023-08-01,2023-08-01 12:27:08,null
28,21,2023-08-01,2023-08-01 12:27:12,null
28,21,2023-08-01,2023-08-01 12:27:13,null
28,21,2023-08-01,2023-08-01 12:27:14,null
28,21,2023-08-01,2023-08-01 12:43:19,null
28,21,2023-08-01,2023-08-01 13:41:14,null
28,21,2023-08-01,2023-08-01 13:41:15,null
30,22,2023-08-01,2023-08-01 16:57:17,bnr1
30,22,2023-08-01,2023-08-01 16:57:18,null
30,22,2023-08-01,2023-08-01 16:57:19,null
30,22,2023-08-01,2023-08-01 16:57:23,null
30,22,2023-08-01,2023-08-01 16:57:24,null
30,22,2023-08-01,2023-08-01 16:57:28,null
30,22,2023-08-01,2023-08-01 16:57:34,null
30,22,2023-08-01,2023-08-01 16:57:35,null
30,22,2023-08-01,2023-08-01 16:57:40,null
30,22,2023-08-01,2023-08-01 16:57:42,null
30,22,2023-08-01,2023-08-01 16:57:56,null
30,22,2023-08-01,2023-08-01 16:58:31,null
30,22,2023-08-01,2023-08-01 16:58:45,null
30,22,2023-08-01,2023-08-01 16:58:47,null
30,22,2023-08-01,2023-08-01 16:58:51,null
30,22,2023-08-01,2023-08-01 16:58:53,null
30,22,2023-08-01,2023-08-01 16:58:58,null
30,22,2023-08-01,2023-08-01 16:59:00,null
30,22,2023-08-01,2023-08-01 16:59:04,null
30,22,2023-08-01,2023-08-01 16:59:33,null
30,22,2023-08-01,2023-08-01 16:59:35,null
30,22,2023-08-01,2023-08-01 16:59:37,null
30,22,2023-08-01,2023-08-01 17:00:05,null
30,22,2023-08-01,2023-08-01 17:00:10,null
30,22,2023-08-01,2023-08-01 17:00:58,null
30,22,2023-08-01,2023-08-01 17:00:59,null
30,22,2023-08-01,2023-08-01 17:01:19,null
30,22,2023-08-01,2023-08-01 17:02:52,null
30,22,2023-08-01,2023-08-01 17:11:53,null
30,22,2023-08-01,2023-08-01 17:11:54,null
30,22,2023-08-01,2023-08-01 17:12:02,null
30,22,2023-08-01,2023-08-01 17:12:19,null
30,22,2023-08-01,2023-08-01 17:17:46,null
30,22,2023-08-01,2023-08-01 17:21:39,null
30,22,2023-08-01,2023-08-01 17:21:43,null
30,22,2023-08-01,2023-08-01 17:21:45,null
30,22,2023-08-01,2023-08-01 17:21:53,null
30,22,2023-08-01,2023-08-01 17:21:55,null
30,22,2023-08-01,2023-08-01 17:21:57,null
30,22,2023-08-01,2023-08-01 17:22:04,null
30,22,2023-08-01,2023-08-01 17:22:06,null
30,22,2023-08-01,2023-08-01 17:22:07,null
30,22,2023-08-01,2023-08-01 17:22:09,null
30,22,2023-08-01,2023-08-01 17:22:12,null
30,22,2023-08-01,2023-08-01 17:22:13,null
30,22,2023-08-01,2023-08-01 17:22:18,null
30,22,2023-08-01,2023-08-01 17:22:19,null
30,22,2023-08-01,2023-08-01 17:22:22,null
30,22,2023-08-01,2023-08-01 17:22:24,null
30,22,2023-08-01,2023-08-01 17:25:47,null
30,22,2023-08-01,2023-08-01 18:17:31,null
30,22,2023-08-01,2023-08-01 18:17:32,null
30,22,2023-08-01,2023-08-01 18:17:33,null
7,23,2023-08-01,2023-08-01 21:38:04,bnr2
7,23,2023-08-01,2023-08-01 21:38:06,null
7,23,2023-08-01,2023-08-01 21:38:28,null
7,23,2023-08-01,2023-08-01 21:38:29,null
7,23,2023-08-01,2023-08-01 21:38:30,null
7,23,2023-08-01,2023-08-01 21:38:31,null
7,23,2023-08-01,2023-08-01 21:38:34,null
7,23,2023-08-01,2023-08-01 21:38:35,null
7,23,2023-08-01,2023-08-01 21:38:36,null
7,23,2023-08-01,2023-08-01 21:38:40,null
7,23,2023-08-01,2023-08-01 21:39:07,null
7,23,2023-08-01,2023-08-01 21:39:08,null
7,23,2023-08-01,2023-08-01 21:39:10,null
7,23,2023-08-01,2023-08-01 21:39:11,null
7,23,2023-08-01,2023-08-01 21:39:13,null
7,23,2023-08-01,2023-08-01 21:39:14,null
7,23,2023-08-01,2023-08-01 21:39:15,null
7,23,2023-08-01,2023-08-01 21:39:17,null
7,23,2023-08-01,2023-08-01 21:39:38,null
7,23,2023-08-01,2023-08-01 21:39:53,null
7,23,2023-08-01,2023-08-01 21:39:55,null
7,23,2023-08-01,2023-08-01 21:40:45,null
7,23,2023-08-01,2023-08-01 21:40:46,null
7,23,2023-08-01,2023-08-01 21:41:10,null
7,23,2023-08-01,2023-08-01 21:41:21,null
7,23,2023-08-01,2023-08-01 21:41:27,null
7,23,2023-08-01,2023-08-01 21:41:28,null
7,23,2023-08-01,2023-08-01 21:41:40,null
7,23,2023-08-01,2023-08-01 21:41:41,null
7,23,2023-08-01,2023-08-01 21:41:42,null
7,23,2023-08-01,2023-08-01 21:41:43,null
7,23,2023-08-01,2023-08-01 21:41:46,null
7,23,2023-08-01,2023-08-01 21:41:47,null
7,23,2023-08-01,2023-08-01 21:41:51,null
7,23,2023-08-01,2023-08-01 21:41:52,null
7,23,2023-08-01,2023-08-01 21:42:03,null
7,23,2023-08-01,2023-08-01 21:42:04,null
7,23,2023-08-01,2023-08-01 21:42:06,null
7,23,2023-08-01,2023-08-01 21:42:07,null
7,23,2023-08-01,2023-08-01 21:42:08,null
7,23,2023-08-01,2023-08-01 21:42:12,null
7,23,2023-08-01,2023-08-01 21:42:34,null
7,23,2023-08-01,2023-08-01 21:43:18,null
7,23,2023-08-01,2023-08-01 21:43:19,null
7,23,2023-08-01,2023-08-01 21:43:25,null
7,23,2023-08-01,2023-08-01 21:43:26,null
7,23,2023-08-01,2023-08-01 21:43:27,null
7,23,2023-08-01,2023-08-01 21:43:28,null
7,23,2023-08-01,2023-08-01 21:43:42,null
7,23,2023-08-01,2023-08-01 21:43:43,null
7,23,2023-08-01,2023-08-01 21:43:59,null
7,23,2023-08-01,2023-08-01 21:44:05,null
7,23,2023-08-01,2023-08-01 21:44:25,null
7,23,2023-08-01,2023-08-01 21:44:39,null
7,23,2023-08-01,2023-08-01 21:44:40,null
7,23,2023-08-01,2023-08-01 21:44:48,null
7,23,2023-08-01,2023-08-01 21:44:49,null
7,23,2023-08-01,2023-08-01 21:45:11,null
7,23,2023-08-01,2023-08-01 21:45:14,null
7,23,2023-08-01,2023-08-01 21:45:20,null
7,23,2023-08-01,2023-08-01 21:45:21,null
7,23,2023-08-01,2023-08-01 21:45:38,null
7,23,2023-08-01,2023-08-01 21:45:39,null
7,23,2023-08-01,2023-08-01 21:45:44,null
7,23,2023-08-01,2023-08-01 21:45:45,null
7,23,2023-08-01,2023-08-01 21:45:46,null
7,23,2023-08-01,2023-08-01 21:46:25,null
7,23,2023-08-01,2023-08-01 21:46:27,null
7,23,2023-08-01,2023-08-01 23:20:36,null
7,23,2023-08-01,2023-08-01 23:20:42,null
7,23,2023-08-01,2023-08-01 23:21:12,null
7,23,2023-08-01,2023-08-01 23:27:16,null
7,23,2023-08-01,2023-08-01 23:27:18,null
7,23,2023-08-01,2023-08-01 23:27:19,null
7,23,2023-08-01,2023-08-01 23:27:20,null
7,23,2023-08-01,2023-08-01 23:27:21,null
7,23,2023-08-01,2023-08-01 23:27:22,null
7,23,2023-08-01,2023-08-01 23:28:26,null
7,23,2023-08-01,2023-08-01 23:28:27,null
7,23,2023-08-01,2023-08-01 23:29:04,null
7,23,2023-08-01,2023-08-01 23:29:05,null
7,23,2023-08-01,2023-08-01 23:29:56,null
7,23,2023-08-01,2023-08-01 23:29:58,null
7,23,2023-08-01,2023-08-01 23:29:59,null
7,23,2023-08-01,2023-08-01 23:30:01,null
7,23,2023-08-01,2023-08-01 23:30:03,null
7,23,2023-08-01,2023-08-01 23:30:04,null
7,23,2023-08-01,2023-08-01 23:30:05,null
7,23,2023-08-01,2023-08-01 23:30:06,null
7,23,2023-08-01,2023-08-01 23:30:14,null
7,23,2023-08-01,2023-08-01 23:30:15,null
7,23,2023-08-01,2023-08-01 23:30:26,null
7,23,2023-08-01,2023-08-01 23:30:27,null
7,23,2023-08-01,2023-08-01 23:30:29,null
7,23,2023-08-01,2023-08-01 23:30:30,null
7,23,2023-08-01,2023-08-01 23:30:31,null
7,23,2023-08-01,2023-08-01 23:30:32,null
7,23,2023-08-01,2023-08-01 23:32:50,null
22,24,2023-08-01,2023-08-01 13:37:56,null
22,25,2023-08-01,2023-08-01 06:03:40,null
22,25,2023-08-01,2023-08-01 06:03:41,null
22,25,2023-08-01,2023-08-01 06:03:43,null
22,25,2023-08-01,2023-08-01 06:03:45,null
22,25,2023-08-01,2023-08-01 06:03:46,null
22,25,2023-08-01,2023-08-01 06:03:47,null
22,25,2023-08-01,2023-08-01 06:03:49,null
22,25,2023-08-01,2023-08-01 06:03:51,null
22,25,2023-08-01,2023-08-01 06:03:54,null
22,25,2023-08-01,2023-08-01 06:03:56,null
22,25,2023-08-01,2023-08-01 06:03:59,null
22,25,2023-08-01,2023-08-01 06:04:12,null
22,25,2023-08-01,2023-08-01 06:04:13,null
22,25,2023-08-01,2023-08-01 06:04:44,null
22,26,2023-08-01,2023-08-01 19:54:10,null
22,26,2023-08-01,2023-08-01 19:54:11,null
22,26,2023-08-01,2023-08-01 19:54:13,null
