mem_no,ord_no,ord_dt
113,2164,2023-06-06
163,2165,2023-06-06
153,2166,2023-06-06
99,2167,2023-06-06
99,2168,2023-06-06
166,2169,2023-06-13
108,2170,2023-06-13
192,2171,2023-06-13
112,2172,2023-06-13
103,2173,2023-06-13
110,2174,2023-06-13
58,2175,2023-06-12
58,2176,2023-06-12
196,2177,2023-06-12
99,2178,2023-06-12
99,2179,2023-06-12
147,2180,2023-06-12
123,2181,2023-06-12
166,2182,2023-06-09
152,2183,2023-06-09
171,2184,2023-06-09
83,2185,2023-06-09
83,2186,2023-06-09
168,2187,2023-06-14
176,2188,2023-06-14
154,2189,2023-06-14
103,2190,2023-06-14
65,2191,2023-06-14
65,2192,2023-06-14
7,2193,2023-06-14
7,2194,2023-06-14
120,2195,2023-06-14
42,2196,2023-06-14
42,2197,2023-06-14
77,2198,2023-06-14
77,2199,2023-06-14
12,2200,2023-06-14
12,2201,2023-06-14
8,2202,2023-06-14
8,2203,2023-06-14
51,2204,2023-06-14
51,2205,2023-06-14
21,2206,2023-06-14
21,2207,2023-06-14
111,2208,2023-06-14
38,2209,2023-06-14
38,2210,2023-06-14
86,2211,2023-06-14
86,2212,2023-06-14
139,2213,2023-06-14
166,2214,2023-06-14
98,2215,2023-06-09
98,2216,2023-06-09
3,2217,2023-06-09
3,2218,2023-06-09
37,2219,2023-06-09
37,2220,2023-06-09
146,2221,2023-06-09
135,2222,2023-06-18
186,2223,2023-06-18
191,2224,2023-06-18
70,2225,2023-06-18
70,2226,2023-06-18
87,2227,2023-06-17
87,2228,2023-06-17
44,2229,2023-06-17
44,2230,2023-06-17
64,2231,2023-06-17
64,2232,2023-06-17
29,2233,2023-06-17
29,2234,2023-06-17
99,2235,2023-06-17
99,2236,2023-06-17
16,2237,2023-06-17
16,2238,2023-06-17
179,2239,2023-06-17
106,2240,2023-06-17
147,2241,2023-06-17
156,2242,2023-06-17
160,2243,2023-06-17
89,2244,2023-06-17
89,2245,2023-06-17
193,2246,2023-06-17
72,2247,2023-06-17
72,2248,2023-06-17
65,2249,2023-06-17
65,2250,2023-06-17
123,2251,2023-06-10
8,2252,2023-06-10
8,2253,2023-06-10
181,2254,2023-06-10
1,2255,2023-06-10
1,2256,2023-06-10
120,2257,2023-06-10
95,2258,2023-06-10
95,2259,2023-06-10
167,2260,2023-06-10
127,2261,2023-06-10
2,2262,2023-06-10
2,2263,2023-06-10
132,2264,2023-06-10
138,2265,2023-06-10
89,2266,2023-06-10
89,2267,2023-06-10
82,2268,2023-06-10
82,2269,2023-06-10
158,2270,2023-06-10
65,2271,2023-06-08
65,2272,2023-06-08
39,2273,2023-06-08
39,2274,2023-06-08
173,2275,2023-06-08
154,2276,2023-06-08
31,2277,2023-06-08
31,2278,2023-06-08
163,2279,2023-06-08
147,2280,2023-06-08
20,2281,2023-06-08
20,2282,2023-06-08
130,2283,2023-06-08
146,2284,2023-06-08
37,2285,2023-06-11
37,2286,2023-06-11
179,2287,2023-06-11
78,2288,2023-06-11
78,2289,2023-06-11
190,2290,2023-06-11
144,2291,2023-06-11
116,2292,2023-06-11
176,2293,2023-06-11
197,2294,2023-06-11
147,2295,2023-06-11
52,2296,2023-06-11
52,2297,2023-06-11
177,2298,2023-06-11
181,2299,2023-06-11
86,2300,2023-06-11
86,2301,2023-06-11
12,2302,2023-06-11
12,2303,2023-06-11
83,2304,2023-06-15
83,2305,2023-06-15
65,2306,2023-06-15
65,2307,2023-06-15
64,2308,2023-06-15
64,2309,2023-06-15
197,2310,2023-06-15
15,2311,2023-06-15
15,2312,2023-06-15
86,2313,2023-06-15
86,2314,2023-06-15
19,2315,2023-06-15
19,2316,2023-06-15
77,2317,2023-06-15
77,2318,2023-06-15
195,2319,2023-06-15
24,2320,2023-06-15
24,2321,2023-06-15
166,2322,2023-06-15
152,2323,2023-06-10
14,2324,2023-06-10
14,2325,2023-06-10
77,2326,2023-06-10
77,2327,2023-06-10
169,2328,2023-06-10
135,2329,2023-06-07
199,2330,2023-06-07
185,2331,2023-06-07
116,2332,2023-06-07
120,2333,2023-06-07
159,2334,2023-06-07
62,2335,2023-06-07
62,2336,2023-06-07
67,2337,2023-06-07
67,2338,2023-06-07
188,2339,2023-06-07
179,2340,2023-06-07
3,2341,2023-06-07
3,2342,2023-06-07
166,2343,2023-06-07
147,2344,2023-06-07
111,2345,2023-06-07
143,2346,2023-06-07
145,2347,2023-06-07
98,2348,2023-06-07
98,2349,2023-06-07
5,2350,2023-06-07
5,2351,2023-06-07
156,2352,2023-06-10
107,2353,2023-06-10
104,2354,2023-06-10
12,2355,2023-06-10
12,2356,2023-06-10
50,2357,2023-06-10
50,2358,2023-06-10
168,2359,2023-06-08
167,2360,2023-06-08
128,2361,2023-06-08
72,2362,2023-06-08
72,2363,2023-06-08
143,2364,2023-06-08
2,2365,2023-06-08
2,2366,2023-06-08
111,2367,2023-06-08
197,2368,2023-06-08
26,2369,2023-06-08
26,2370,2023-06-08
128,2371,2023-06-11
91,2372,2023-06-11
91,2373,2023-06-11
21,2374,2023-06-11
21,2375,2023-06-11
77,2376,2023-06-11
77,2377,2023-06-11
190,2378,2023-06-15
1,2379,2023-06-15
1,2380,2023-06-15
99,2381,2023-06-15
99,2382,2023-06-15
178,2383,2023-06-15
87,2384,2023-06-15
87,2385,2023-06-15
72,2386,2023-06-15
72,2387,2023-06-15
2,2388,2023-06-15
2,2389,2023-06-15
179,2390,2023-06-15
12,2391,2023-06-15
12,2392,2023-06-15
62,2393,2023-06-15
62,2394,2023-06-15
25,2395,2023-06-10
25,2396,2023-06-10
110,2397,2023-06-10
176,2398,2023-06-10
151,2399,2023-06-10
122,2400,2023-06-07
118,2401,2023-06-07
121,2402,2023-06-07
190,2403,2023-06-07
141,2404,2023-06-07
32,2405,2023-06-07
32,2406,2023-06-07
64,2407,2023-06-14
64,2408,2023-06-14
132,2409,2023-06-14
174,2410,2023-06-14
63,2411,2023-06-14
63,2412,2023-06-14
45,2413,2023-06-14
45,2414,2023-06-14
83,2415,2023-06-14
83,2416,2023-06-14
118,2417,2023-06-14
199,2418,2023-06-14
164,2419,2023-06-14
182,2420,2023-06-14
56,2421,2023-06-14
56,2422,2023-06-14
89,2423,2023-06-14
89,2424,2023-06-14
98,2425,2023-06-14
98,2426,2023-06-14
70,2427,2023-06-14
70,2428,2023-06-14
28,2429,2023-06-17
28,2430,2023-06-17
105,2431,2023-06-17
152,2432,2023-06-17
198,2433,2023-06-17
175,2434,2023-06-17
21,2435,2023-06-17
21,2436,2023-06-17
2,2437,2023-06-17
2,2438,2023-06-17
155,2439,2023-06-14
156,2440,2023-06-14
31,2441,2023-06-14
31,2442,2023-06-14
147,2443,2023-06-14
190,2444,2023-06-14
99,2445,2023-06-14
99,2446,2023-06-14
148,2447,2023-06-17
116,2448,2023-06-17
62,2449,2023-06-17
62,2450,2023-06-17
32,2451,2023-06-17
32,2452,2023-06-17
