mem_no,ord_no,ord_dt
532,11164,2023-01-18
532,11165,2023-01-01
532,11166,2023-01-01
532,11167,2023-01-08
532,11168,2023-01-11
532,11169,2023-01-14
532,11170,2023-01-09
532,11171,2023-01-06
532,11172,2023-01-19
532,11173,2023-01-30
532,11174,2023-01-17
532,11175,2023-01-12
532,11176,2023-01-19
532,11177,2023-01-20
532,11178,2023-01-27
532,11179,2023-01-25
532,11180,2023-01-04
532,11181,2023-01-10
533,11182,2023-01-28
533,11183,2023-01-26
534,11184,2023-01-27
535,11185,2023-01-24
536,11186,2023-01-29
537,11187,2023-01-23
538,11188,2023-01-10
538,11189,2023-01-21
539,11190,2023-01-21
540,11191,2023-01-05
541,11192,2023-01-22
542,11193,2023-01-27
543,11194,2023-01-23
544,11195,2023-01-30
545,11196,2023-01-28
546,11197,2023-01-11
547,11198,2023-01-23
548,11199,2023-01-20
548,11200,2023-01-20
548,11201,2023-01-20
549,11202,2023-01-14
550,11203,2023-01-20
551,11204,2023-01-12
552,11205,2023-01-14
552,11206,2023-01-07
552,11207,2023-01-07
553,11208,2023-01-26
553,11209,2023-01-20
553,11210,2023-01-25
554,11211,2023-01-17
554,11212,2023-01-18
554,11213,2023-01-11
554,11214,2023-01-06
554,11215,2023-01-06
554,11216,2023-01-16
554,11217,2023-01-08
554,11218,2023-01-24
554,11219,2023-01-12
554,11220,2023-01-12
554,11221,2023-01-07
554,11222,2023-01-07
554,11223,2023-01-07
554,11224,2023-01-09
554,11225,2023-01-10
554,11226,2023-01-07
555,11227,2023-01-05
555,11228,2023-01-18
555,11229,2023-01-26
555,11230,2023-01-11
555,11231,2023-01-13
555,11232,2023-01-19
555,11233,2023-01-27
556,11234,2023-01-23
556,11235,2023-01-23
556,11236,2023-01-23
557,11237,2023-01-14
557,11238,2023-01-31
557,11239,2023-01-30
557,11240,2023-01-31
557,11241,2023-01-27
557,11242,2023-01-29
558,11243,2023-01-18
559,11244,2023-01-19
559,11245,2023-01-19
559,11246,2023-01-25
560,11247,2023-01-29
561,11248,2023-01-30
561,11249,2023-01-30
562,11250,2023-01-30
562,11251,2023-01-28
562,11252,2023-01-20
562,11253,2023-01-27
563,11254,2023-01-02
564,11255,2023-01-15
565,11256,2023-01-19
565,11257,2023-01-14
565,11258,2023-01-22
565,11259,2023-01-27
566,11260,2023-01-28
566,11261,2023-01-27
567,11262,2023-01-14
568,11263,2023-01-08
568,11264,2023-01-24
568,11265,2023-01-24
568,11266,2023-01-21
569,11267,2023-01-27
570,11268,2023-01-22
570,11269,2023-01-23
571,11270,2023-01-14
571,11271,2023-01-08
572,11272,2023-01-30
572,11273,2023-01-13
572,11274,2023-01-24
572,11275,2023-01-31
572,11276,2023-01-28
572,11277,2023-01-17
572,11278,2023-01-15
572,11279,2023-01-14
572,11280,2023-01-14
572,11281,2023-01-14
572,11282,2023-01-26
572,11283,2023-01-29
572,11284,2023-01-30
572,11285,2023-01-23
572,11286,2023-01-23
572,11287,2023-01-20
572,11288,2023-01-20
572,11289,2023-01-19
572,11290,2023-01-20
572,11291,2023-01-27
572,11292,2023-01-25
572,11293,2023-01-23
572,11294,2023-01-29
572,11295,2023-01-18
572,11296,2023-01-15
573,11297,2023-01-15
573,11298,2023-01-14
574,11299,2023-01-20
575,11300,2023-01-01
575,11301,2023-01-01
576,11302,2023-01-09
576,11303,2023-01-06
577,11304,2023-01-29
578,11305,2023-01-24
579,11306,2023-01-30
579,11307,2023-01-07
580,11308,2023-01-21
581,11309,2023-01-24
581,11310,2023-01-24
581,11311,2023-01-24
581,11312,2023-01-23
582,11313,2023-01-14
582,11314,2023-01-08
582,11315,2023-01-23
583,11316,2023-01-13
584,11317,2023-01-15
584,11318,2023-01-15
585,11319,2023-01-07
586,11320,2023-01-27
587,11321,2023-01-14
587,11322,2023-01-14
587,11323,2023-01-14
588,11324,2023-01-02
588,11325,2023-01-02
588,11326,2023-01-22
588,11327,2023-01-02
588,11328,2023-01-26
589,11329,2023-01-28
589,11330,2023-01-20
589,11331,2023-01-20
590,11332,2023-01-11
590,11333,2023-01-29
591,11334,2023-01-19
591,11335,2023-01-09
592,11336,2023-01-18
593,11337,2023-01-30
594,11338,2023-01-25
594,11339,2023-01-23
595,11340,2023-01-24
596,11341,2023-01-06
597,11342,2023-01-29
598,11343,2023-01-19
599,11344,2023-01-24
600,11345,2023-01-04
600,11346,2023-01-01
601,11347,2023-01-05
602,11348,2023-01-25
603,11349,2023-01-03
603,11350,2023-01-21
604,11351,2023-01-17
604,11352,2023-01-17
604,11353,2023-01-19
605,11354,2023-01-26
605,11355,2023-01-16
606,11356,2023-01-14
607,11357,2023-01-03
607,11358,2023-01-08
607,11359,2023-01-08
607,11360,2023-01-07
608,11361,2023-01-06
609,11362,2023-01-18
609,11363,2023-01-18
609,11364,2023-01-18
610,11365,2023-01-28
610,11366,2023-01-21
610,11367,2023-01-21
610,11368,2023-01-27
611,11369,2023-01-24
612,11370,2023-01-04
612,11371,2023-01-23
613,11372,2023-01-15
613,11373,2023-01-15
613,11374,2023-01-20
613,11375,2023-01-20
613,11376,2023-01-29
613,11377,2023-01-15
613,11378,2023-01-15
614,11379,2023-01-02
615,11380,2023-01-31
615,11381,2023-01-05
616,11382,2023-01-13
617,11383,2023-01-07
618,11384,2023-01-12
619,11385,2023-01-08
619,11386,2023-01-08
620,11387,2023-01-09
620,11388,2023-01-09
621,11389,2023-01-11
622,11390,2023-01-15
623,11391,2023-01-06
624,11392,2023-01-21
625,11393,2023-01-23
626,11394,2023-01-24
627,11395,2023-01-08
628,11396,2023-01-09
629,11397,2023-01-04
629,11398,2023-01-07
630,11399,2023-01-30
630,11400,2023-01-31
631,11401,2023-01-31
632,11402,2023-01-06
632,11403,2023-01-06
632,11404,2023-01-08
633,11405,2023-01-26
633,11406,2023-01-12
634,11407,2023-01-18
634,11408,2023-01-28
635,11409,2023-01-04
636,11410,2023-01-31
636,11411,2023-01-31
637,11412,2023-01-31
637,11413,2023-01-28
637,11414,2023-01-19
637,11415,2023-01-26
638,11416,2023-01-09
638,11417,2023-01-09
639,11418,2023-01-24
639,11419,2023-01-01
639,11420,2023-01-01
639,11421,2023-01-01
640,11422,2023-01-27
640,11423,2023-01-29
641,11424,2023-01-07
642,11425,2023-01-28
643,11426,2023-01-01
643,11427,2023-01-27
644,11428,2023-01-29
644,11429,2023-01-30
644,11430,2023-01-30
644,11431,2023-01-31
644,11432,2023-01-28
644,11433,2023-01-29
644,11434,2023-01-27
645,11435,2023-01-01
646,11436,2023-01-05
647,11437,2023-01-02
647,11438,2023-01-02
647,11439,2023-01-14
647,11440,2023-01-14
648,11441,2023-01-01
648,11442,2023-01-19
649,11443,2023-01-25
650,11444,2023-01-26
651,11445,2023-01-29
651,11446,2023-01-20
652,11447,2023-01-02
652,11448,2023-01-02
653,11449,2023-01-19
653,11450,2023-01-19
654,11451,2023-01-21
655,11452,2023-01-21
656,11453,2023-01-01
657,11454,2023-01-13
658,11455,2023-01-28
659,11456,2023-01-24
660,11457,2023-01-15
660,11458,2023-01-29
660,11459,2023-01-06
660,11460,2023-01-22
660,11461,2023-01-24
660,11462,2023-01-21
660,11463,2023-01-25
660,11464,2023-01-07
660,11465,2023-01-25
660,11466,2023-01-29
660,11467,2023-01-27
661,11468,2023-01-18
661,11469,2023-01-18
661,11470,2023-01-11
661,11471,2023-01-22
661,11472,2023-01-23
662,11473,2023-01-24
662,11474,2023-01-04
662,11475,2023-01-16
662,11476,2023-01-23
663,11477,2023-01-14
663,11478,2023-01-14
664,11479,2023-01-16
664,11480,2023-01-16
665,11481,2023-01-07
666,11482,2023-01-31
666,11483,2023-01-20
667,11484,2023-01-13
667,11485,2023-01-26
667,11486,2023-01-26
667,11487,2023-01-19
667,11488,2023-01-12
668,11489,2023-01-29
669,11490,2023-01-24
669,11491,2023-01-16
669,11492,2023-01-30
669,11493,2023-01-28
669,11494,2023-01-12
670,11495,2023-01-06
671,11496,2023-01-13
672,11497,2023-01-23
673,11498,2023-01-11
673,11499,2023-01-11
673,11500,2023-01-08
673,11501,2023-01-14
673,11502,2023-01-20
673,11503,2023-01-24
673,11504,2023-01-12
673,11505,2023-01-29
673,11506,2023-01-27
674,11507,2023-01-24
675,11508,2023-01-10
676,11509,2023-01-24
677,11510,2023-01-29
677,11511,2023-01-22
678,11512,2023-01-30
678,11513,2023-01-17
678,11514,2023-01-20
679,11515,2023-01-30
680,11516,2023-01-21
681,11517,2023-01-26
682,11518,2023-01-14
682,11519,2023-01-08
682,11520,2023-01-25
683,11521,2023-01-14
684,11522,2023-01-02
684,11523,2023-01-14
684,11524,2023-01-13
685,11525,2023-01-08
686,11526,2023-01-01
686,11527,2023-01-29
686,11528,2023-01-01
687,11529,2023-01-27
688,11530,2023-01-11
688,11531,2023-01-14
688,11532,2023-01-30
688,11533,2023-01-07
688,11534,2023-01-07
689,11535,2023-01-04
690,11536,2023-01-07
691,11537,2023-01-24
691,11538,2023-01-21
692,11539,2023-01-10
693,11540,2023-01-20
694,11541,2023-01-23
695,11542,2023-01-21
695,11543,2023-01-12
696,11544,2023-01-05
696,11545,2023-01-05
697,11546,2023-01-25
697,11547,2023-01-27
698,11548,2023-01-10
699,11549,2023-01-30
699,11550,2023-01-26
700,11551,2023-01-21
701,11552,2023-01-22
702,11553,2023-01-27
703,11554,2023-01-18
703,11555,2023-01-10
704,11556,2023-01-24
705,11557,2023-01-07
706,11558,2023-01-04
706,11559,2023-01-17
706,11560,2023-01-18
706,11561,2023-01-09
707,11562,2023-01-11
707,11563,2023-01-20
707,11564,2023-01-20
708,11565,2023-01-23
709,11566,2023-01-20
710,11567,2023-01-14
710,11568,2023-01-29
710,11569,2023-01-19
711,11570,2023-01-19
712,11571,2023-01-30
712,11572,2023-01-18
712,11573,2023-01-03
712,11574,2023-01-29
712,11575,2023-01-22
713,11576,2023-01-01
714,11577,2023-01-24
715,11578,2023-01-24
716,11579,2023-01-28
716,11580,2023-01-28
716,11581,2023-01-29
717,11582,2023-01-29
717,11583,2023-01-29
718,11584,2023-01-31
718,11585,2023-01-22
718,11586,2023-01-19
719,11587,2023-01-30
719,11588,2023-01-30
719,11589,2023-01-30
719,11590,2023-01-16
719,11591,2023-01-28
719,11592,2023-01-15
719,11593,2023-01-11
719,11594,2023-01-09
719,11595,2023-01-28
719,11596,2023-01-24
719,11597,2023-01-20
719,11598,2023-01-18
719,11599,2023-01-13
719,11600,2023-01-21
719,11601,2023-01-23
720,11602,2023-01-22
720,11603,2023-01-22
721,11604,2023-01-05
721,11605,2023-01-13
721,11606,2023-01-10
722,11607,2023-01-16
723,11608,2023-01-25
723,11609,2023-01-25
724,11610,2023-01-16
724,11611,2023-01-16
725,11612,2023-01-28
726,11613,2023-01-28
727,11614,2023-01-27
728,11615,2023-01-07
729,11616,2023-01-05
730,11617,2023-01-04
730,11618,2023-01-06
731,11619,2023-01-28
732,11620,2023-01-16
733,11621,2023-01-05
734,11622,2023-01-08
735,11623,2023-01-27
736,11624,2023-01-09
736,11625,2023-01-07
736,11626,2023-01-25
736,11627,2023-01-29
737,11628,2023-01-11
737,11629,2023-01-11
737,11630,2023-01-11
737,11631,2023-01-10
738,11632,2023-01-18
738,11633,2023-01-07
738,11634,2023-01-17
739,11635,2023-01-15
739,11636,2023-01-19
740,11637,2023-01-31
740,11638,2023-01-14
740,11639,2023-01-29
741,11640,2023-01-25
742,11641,2023-01-23
742,11642,2023-01-29
743,11643,2023-01-30
743,11644,2023-01-13
743,11645,2023-01-14
744,11646,2023-01-14
744,11647,2023-01-14
745,11648,2023-01-03
746,11649,2023-01-22
747,11650,2023-01-25
748,11651,2023-01-25
749,11652,2023-01-15
750,11653,2023-01-24
751,11654,2023-01-08
751,11655,2023-01-23
751,11656,2023-01-15
752,11657,2023-01-13
752,11658,2023-01-06
752,11659,2023-01-16
753,11660,2023-01-29
754,11661,2023-01-24
755,11662,2023-01-30
756,11663,2023-01-15
756,11664,2023-01-24
757,11665,2023-01-15
758,11666,2023-01-11
759,11667,2023-01-29
760,11668,2023-01-18
760,11669,2023-01-16
760,11670,2023-01-28
761,11671,2023-01-18
761,11672,2023-01-27
762,11673,2023-01-29
763,11674,2023-01-31
764,11675,2023-01-06
765,11676,2023-01-03
765,11677,2023-01-08
765,11678,2023-01-26
765,11679,2023-01-12
765,11680,2023-01-12
766,11681,2023-01-18
766,11682,2023-01-14
767,11683,2023-01-22
767,11684,2023-01-22
768,11685,2023-01-23
769,11686,2023-01-08
770,11687,2023-01-15
770,11688,2023-01-15
771,11689,2023-01-01
772,11690,2023-01-14
773,11691,2023-01-28
773,11692,2023-01-27
774,11693,2023-01-05
775,11694,2023-01-17
775,11695,2023-01-07
776,11696,2023-01-17
776,11697,2023-01-25
777,11698,2023-01-30
777,11699,2023-01-31
777,11700,2023-01-18
777,11701,2023-01-11
777,11702,2023-01-16
777,11703,2023-01-29
778,11704,2023-01-27
779,11705,2023-01-01
779,11706,2023-01-28
779,11707,2023-01-19
780,11708,2023-01-30
780,11709,2023-01-31
780,11710,2023-01-26
780,11711,2023-01-25
781,11712,2023-01-22
782,11713,2023-01-26
782,11714,2023-01-12
783,11715,2023-01-28
783,11716,2023-01-21
783,11717,2023-01-21
784,11718,2023-01-31
784,11719,2023-01-31
785,11720,2023-01-25
786,11721,2023-01-19
787,11722,2023-01-28
787,11723,2023-01-22
787,11724,2023-01-22
788,11725,2023-01-22
789,11726,2023-01-17
789,11727,2023-01-23
790,11728,2023-01-25
790,11729,2023-01-27
791,11730,2023-01-25
792,11731,2023-01-08
793,11732,2023-01-14
794,11733,2023-01-23
795,11734,2023-01-01
796,11735,2023-01-17
797,11736,2023-01-04
797,11737,2023-01-08
797,11738,2023-01-06
797,11739,2023-01-20
797,11740,2023-01-27
798,11741,2023-01-09
799,11742,2023-01-28
800,11743,2023-01-12
801,11744,2023-01-14
802,11745,2023-01-13
802,11746,2023-01-03
802,11747,2023-01-03
802,11748,2023-01-15
802,11749,2023-01-15
802,11750,2023-01-22
802,11751,2023-01-13
802,11752,2023-01-28
802,11753,2023-01-22
802,11754,2023-01-23
802,11755,2023-01-20
802,11756,2023-01-20
802,11757,2023-01-27
802,11758,2023-01-24
802,11759,2023-01-24
803,11760,2023-01-28
804,11761,2023-01-13
805,11762,2023-01-31
805,11763,2023-01-14
805,11764,2023-01-08
805,11765,2023-01-26
805,11766,2023-01-06
805,11767,2023-01-16
805,11768,2023-01-23
805,11769,2023-01-20
805,11770,2023-01-27
805,11771,2023-01-25
805,11772,2023-01-29
805,11773,2023-01-09
806,11774,2023-01-19
807,11775,2023-01-04
807,11776,2023-01-25
808,11777,2023-01-11
808,11778,2023-01-19
809,11779,2023-01-03
810,11780,2023-01-27
810,11781,2023-01-27
811,11782,2023-01-03
811,11783,2023-01-28
811,11784,2023-01-18
811,11785,2023-01-06
811,11786,2023-01-29
811,11787,2023-01-09
811,11788,2023-01-19
812,11789,2023-01-03
813,11790,2023-01-29
814,11791,2023-01-29
814,11792,2023-01-05
815,11793,2023-01-24
815,11794,2023-01-24
815,11795,2023-01-27
816,11796,2023-01-14
817,11797,2023-01-26
818,11798,2023-01-06
818,11799,2023-01-29
819,11800,2023-01-18
819,11801,2023-01-22
819,11802,2023-01-28
819,11803,2023-01-20
819,11804,2023-01-29
820,11805,2023-01-26
820,11806,2023-01-19
821,11807,2023-01-31
821,11808,2023-01-09
821,11809,2023-01-25
821,11810,2023-01-07
821,11811,2023-01-10
821,11812,2023-01-15
822,11813,2023-01-18
822,11814,2023-01-17
822,11815,2023-01-17
823,11816,2023-01-24
824,11817,2023-01-13
824,11818,2023-01-05
824,11819,2023-01-01
824,11820,2023-01-08
824,11821,2023-01-08
824,11822,2023-01-26
824,11823,2023-01-26
825,11824,2023-01-15
825,11825,2023-01-15
826,11826,2023-01-22
826,11827,2023-01-30
826,11828,2023-01-08
827,11829,2023-01-17
828,11830,2023-01-15
828,11831,2023-01-15
829,11832,2023-01-14
829,11833,2023-01-04
830,11834,2023-01-06
830,11835,2023-01-06
831,11836,2023-01-13
831,11837,2023-01-05
831,11838,2023-01-18
831,11839,2023-01-14
831,11840,2023-01-16
831,11841,2023-01-22
831,11842,2023-01-13
831,11843,2023-01-19
831,11844,2023-01-07
831,11845,2023-01-25
831,11846,2023-01-09
832,11847,2023-01-18
833,11848,2023-01-04
833,11849,2023-01-28
833,11850,2023-01-02
834,11851,2023-01-13
834,11852,2023-01-03
834,11853,2023-01-03
835,11854,2023-01-15
835,11855,2023-01-14
836,11856,2023-01-31
836,11857,2023-01-18
836,11858,2023-01-08
836,11859,2023-01-23
836,11860,2023-01-24
836,11861,2023-01-26
837,11862,2023-01-17
838,11863,2023-01-20
839,11864,2023-01-20
840,11865,2023-01-22
841,11866,2023-01-13
841,11867,2023-01-13
841,11868,2023-01-20
842,11869,2023-01-10
843,11870,2023-01-01
843,11871,2023-01-14
844,11872,2023-01-14
845,11873,2023-01-28
845,11874,2023-01-21
846,11875,2023-01-22
847,11876,2023-01-18
848,11877,2023-01-05
849,11878,2023-01-22
850,11879,2023-01-28
851,11880,2023-01-18
851,11881,2023-01-18
851,11882,2023-01-08
852,11883,2023-01-04
852,11884,2023-01-28
852,11885,2023-01-27
853,11886,2023-01-17
853,11887,2023-01-12
854,11888,2023-01-13
854,11889,2023-01-13
854,11890,2023-01-05
854,11891,2023-01-01
854,11892,2023-01-17
854,11893,2023-01-19
854,11894,2023-01-25
854,11895,2023-01-12
855,11896,2023-01-26
855,11897,2023-01-26
856,11898,2023-01-22
856,11899,2023-01-25
857,11900,2023-01-08
857,11901,2023-01-06
858,11902,2023-01-14
859,11903,2023-01-28
860,11904,2023-01-17
860,11905,2023-01-17
860,11906,2023-01-29
861,11907,2023-01-13
861,11908,2023-01-15
861,11909,2023-01-21
862,11910,2023-01-14
862,11911,2023-01-28
862,11912,2023-01-25
863,11913,2023-01-12
864,11914,2023-01-04
865,11915,2023-01-31
865,11916,2023-01-28
866,11917,2023-01-22
867,11918,2023-01-27
868,11919,2023-01-31
869,11920,2023-01-06
869,11921,2023-01-07
870,11922,2023-01-07
871,11923,2023-01-16
871,11924,2023-01-12
872,11925,2023-01-07
873,11926,2023-01-07
874,11927,2023-01-02
874,11928,2023-01-14
874,11929,2023-01-31
874,11930,2023-01-24
874,11931,2023-01-20
874,11932,2023-01-27
874,11933,2023-01-07
874,11934,2023-01-29
874,11935,2023-01-30
875,11936,2023-01-31
875,11937,2023-01-31
876,11938,2023-01-25
876,11939,2023-01-20
876,11940,2023-01-10
877,11941,2023-01-16
877,11942,2023-01-22
878,11943,2023-01-28
878,11944,2023-01-27
878,11945,2023-01-29
878,11946,2023-01-25
879,11947,2023-01-23
880,11948,2023-01-26
881,11949,2023-01-20
881,11950,2023-01-24
882,11951,2023-01-25
883,11952,2023-01-16
883,11953,2023-01-16
884,11954,2023-01-04
884,11955,2023-01-06
885,11956,2023-01-26
886,11957,2023-01-16
886,11958,2023-01-06
887,11959,2023-01-08
888,11960,2023-01-14
889,11961,2023-01-25
889,11962,2023-01-30
890,11963,2023-01-11
890,11964,2023-01-27
890,11965,2023-01-25
890,11966,2023-01-25
890,11967,2023-01-23
890,11968,2023-01-27
890,11969,2023-01-27
891,11970,2023-01-23
892,11971,2023-01-29
893,11972,2023-01-31
893,11973,2023-01-29
893,11974,2023-01-25
894,11975,2023-01-01
894,11976,2023-01-04
895,11977,2023-01-26
896,11978,2023-01-03
896,11979,2023-01-29
897,11980,2023-01-29
898,11981,2023-01-19
898,11982,2023-01-19
899,11983,2023-01-27
899,11984,2023-01-12
900,11985,2023-01-03
900,11986,2023-01-23
901,11987,2023-01-06
901,11988,2023-01-16
902,11989,2023-01-08
903,11990,2023-01-29
904,11991,2023-01-22
904,11992,2023-01-23
904,11993,2023-01-19
904,11994,2023-01-19
904,11995,2023-01-23
904,11996,2023-01-30
905,11997,2023-01-13
905,11998,2023-01-05
905,11999,2023-01-23
905,12000,2023-01-29
905,12001,2023-01-04
906,12002,2023-01-30
907,12003,2023-01-17
908,12004,2023-01-08
909,12005,2023-01-25
910,12006,2023-01-25
910,12007,2023-01-25
911,12008,2023-01-21
912,12009,2023-01-13
913,12010,2023-01-01
913,12011,2023-01-26
913,12012,2023-01-22
913,12013,2023-01-24
914,12014,2023-01-15
914,12015,2023-01-23
915,12016,2023-01-09
916,12017,2023-01-25
917,12018,2023-01-14
917,12019,2023-01-20
918,12020,2023-01-25
919,12021,2023-01-18
919,12022,2023-01-29
919,12023,2023-01-31
919,12024,2023-01-20
920,12025,2023-01-14
920,12026,2023-01-13
920,12027,2023-01-21
921,12028,2023-01-22
921,12029,2023-01-21
922,12030,2023-01-23
923,12031,2023-01-02
924,12032,2023-01-02
924,12033,2023-01-18
924,12034,2023-01-13
924,12035,2023-01-07
924,12036,2023-01-09
925,12037,2023-01-14
926,12038,2023-01-02
926,12039,2023-01-21
926,12040,2023-01-09
926,12041,2023-01-10
927,12042,2023-01-23
927,12043,2023-01-23
928,12044,2023-01-16
929,12045,2023-01-23
929,12046,2023-01-23
930,12047,2023-01-13
930,12048,2023-01-11
931,12049,2023-01-31
931,12050,2023-01-23
931,12051,2023-01-27
932,12052,2023-01-03
933,12053,2023-01-28
934,12054,2023-01-13
934,12055,2023-01-03
934,12056,2023-01-26
934,12057,2023-01-17
935,12058,2023-01-26
935,12059,2023-01-26
936,12060,2023-01-08
937,12061,2023-01-24
938,12062,2023-01-24
938,12063,2023-01-07
938,12064,2023-01-10
939,12065,2023-01-18
939,12066,2023-01-14
939,12067,2023-01-21
939,12068,2023-01-20
940,12069,2023-01-21
940,12070,2023-01-21
941,12071,2023-01-02
941,12072,2023-01-28
942,12073,2023-01-03
942,12074,2023-01-03
942,12075,2023-01-24
943,12076,2023-01-21
944,12077,2023-01-13
944,12078,2023-01-31
944,12079,2023-01-11
944,12080,2023-01-26
945,12081,2023-01-07
945,12082,2023-01-10
946,12083,2023-01-27
947,12084,2023-01-24
948,12085,2023-01-25
949,12086,2023-01-24
950,12087,2023-01-18
950,12088,2023-01-14
950,12089,2023-01-08
950,12090,2023-01-16
950,12091,2023-01-20
950,12092,2023-01-24
950,12093,2023-01-12
950,12094,2023-01-09
951,12095,2023-01-12
952,12096,2023-01-09
953,12097,2023-01-16
953,12098,2023-01-29
954,12099,2023-01-27
954,12100,2023-01-21
954,12101,2023-01-15
955,12102,2023-01-29
955,12103,2023-01-17
955,12104,2023-01-24
956,12105,2023-01-14
956,12106,2023-01-14
957,12107,2023-01-22
958,12108,2023-01-12
959,12109,2023-01-29
960,12110,2023-01-13
960,12111,2023-01-23
961,12112,2023-01-28
962,12113,2023-01-06
963,12114,2023-01-08
964,12115,2023-01-13
965,12116,2023-01-28
965,12117,2023-01-20
966,12118,2023-01-08
967,12119,2023-01-23
968,12120,2023-01-02
969,12121,2023-01-04
969,12122,2023-01-12
970,12123,2023-01-14
970,12124,2023-01-14
971,12125,2023-01-08
971,12126,2023-01-08
972,12127,2023-01-08
972,12128,2023-01-17
972,12129,2023-01-09
973,12130,2023-01-15
973,12131,2023-01-17
973,12132,2023-01-07
973,12133,2023-01-30
974,12134,2023-01-27
975,12135,2023-01-12
976,12136,2023-01-18
976,12137,2023-01-14
976,12138,2023-01-30
976,12139,2023-01-10
977,12140,2023-01-24
978,12141,2023-01-24
978,12142,2023-01-24
979,12143,2023-01-15
980,12144,2023-01-22
981,12145,2023-01-25
982,12146,2023-01-26
983,12147,2023-01-08
984,12148,2023-01-28
985,12149,2023-01-14
986,12150,2023-01-13
987,12151,2023-01-17
987,12152,2023-01-12
988,12153,2023-01-27
989,12154,2023-01-09
990,12155,2023-01-30
991,12156,2023-01-02
991,12157,2023-01-24
991,12158,2023-01-17
991,12159,2023-01-22
992,12160,2023-01-28
992,12161,2023-01-06
992,12162,2023-01-30
992,12163,2023-01-19
993,12164,2023-01-03
993,12165,2023-01-14
993,12166,2023-01-27
994,12167,2023-01-08
995,12168,2023-01-18
995,12169,2023-01-06
996,12170,2023-01-01
997,12171,2023-01-15
998,12172,2023-01-29
999,12173,2023-01-10
1000,12174,2023-01-28
1001,12175,2023-01-24
1001,12176,2023-01-20
1001,12177,2023-01-20
1002,12178,2023-01-08
1002,12179,2023-01-27
1003,12180,2023-01-12
1003,12181,2023-01-06
1004,12182,2023-01-06
1004,12183,2023-01-26
1005,12184,2023-01-23
1005,12185,2023-01-30
1005,12186,2023-01-13
1005,12187,2023-01-30
1005,12188,2023-01-24
1005,12189,2023-01-28
1005,12190,2023-01-13
1005,12191,2023-01-17
1005,12192,2023-01-06
1006,12193,2023-01-08
1006,12194,2023-01-08
1006,12195,2023-01-08
1006,12196,2023-01-08
1006,12197,2023-01-19
1007,12198,2023-01-30
1008,12199,2023-01-19
1009,12200,2023-01-04
1010,12201,2023-01-01
1010,12202,2023-01-15
1010,12203,2023-01-18
1010,12204,2023-01-08
1010,12205,2023-01-08
1010,12206,2023-01-09
1010,12207,2023-01-14
1010,12208,2023-01-18
1011,12209,2023-01-11
1011,12210,2023-01-25
1011,12211,2023-01-27
1011,12212,2023-01-25
1011,12213,2023-01-01
1011,12214,2023-01-10
1011,12215,2023-01-04
1011,12216,2023-01-02
1011,12217,2023-01-12
1011,12218,2023-01-23
1011,12219,2023-01-30
1011,12220,2023-01-12
1012,12221,2023-01-17
1012,12222,2023-01-13
1012,12223,2023-01-19
1012,12224,2023-01-12
1013,12225,2023-01-10
1013,12226,2023-01-05
1013,12227,2023-01-08
1014,12228,2023-01-28
1014,12229,2023-01-28
1014,12230,2023-01-28
1015,12231,2023-01-29
1015,12232,2023-01-01
1015,12233,2023-01-07
1015,12234,2023-01-20
1015,12235,2023-01-05
1015,12236,2023-01-11
1015,12237,2023-01-20
1015,12238,2023-01-27
1016,12239,2023-01-24
1016,12240,2023-01-20
1016,12241,2023-01-30
1017,12242,2023-01-06
1018,12243,2023-01-06
1018,12244,2023-01-08
1018,12245,2023-01-08
1018,12246,2023-01-10
1019,12247,2023-01-09
1019,12248,2023-01-09
1019,12249,2023-01-18
1020,12250,2023-01-31
1020,12251,2023-01-27
1020,12252,2023-01-26
1020,12253,2023-01-24
1020,12254,2023-01-18
1020,12255,2023-01-18
1020,12256,2023-01-24
1021,12257,2023-01-01
1021,12258,2023-01-14
1021,12259,2023-01-23
1021,12260,2023-01-06
1021,12261,2023-01-04
1021,12262,2023-01-23
1021,12263,2023-01-27
1021,12264,2023-01-12
1021,12265,2023-01-25
1021,12266,2023-01-06
1021,12267,2023-01-15
1021,12268,2023-01-18
1021,12269,2023-01-27
1021,12270,2023-01-31
1021,12271,2023-01-14
1021,12272,2023-01-11
1021,12273,2023-01-07
1021,12274,2023-01-11
1021,12275,2023-01-19
1021,12276,2023-01-23
1021,12277,2023-01-23
1021,12278,2023-01-21
1021,12279,2023-01-20
1021,12280,2023-01-11
1021,12281,2023-01-01
1021,12282,2023-01-17
1022,12283,2023-01-22
1022,12284,2023-01-22
1022,12285,2023-01-28
1022,12286,2023-01-28
1022,12287,2023-01-16
1023,12288,2023-01-05
1023,12289,2023-01-08
1023,12290,2023-01-20
1023,12291,2023-01-29
1023,12292,2023-01-06
1024,12293,2023-01-02
1024,12294,2023-01-23
1025,12295,2023-01-17
1025,12296,2023-01-20
1025,12297,2023-01-28
1026,12298,2023-01-15
1026,12299,2023-01-12
1027,12300,2023-01-28
1027,12301,2023-01-19
1028,12302,2023-01-30
1028,12303,2023-01-02
1028,12304,2023-01-05
1028,12305,2023-01-25
1028,12306,2023-01-19
1028,12307,2023-01-19
1029,12308,2023-01-15
1029,12309,2023-01-16
1029,12310,2023-01-25
1030,12311,2023-01-05
1030,12312,2023-01-12
1030,12313,2023-01-08
1030,12314,2023-01-16
1030,12315,2023-01-16
1031,12316,2023-01-13
