mem_no,ord_no,ord_dt
322,13988,2023-01-30
322,13989,2023-01-08
322,13990,2023-02-06
322,13991,2023-03-18
487,13992,2023-01-17
487,13993,2023-03-19
152,13994,2023-03-25
152,13995,2023-03-18
152,13996,2023-01-15
152,13997,2023-03-18
152,13998,2023-01-15
934,13999,2023-01-04
934,14000,2023-01-14
986,14001,2023-01-06
986,14002,2023-01-06
347,14003,2023-02-12
347,14004,2023-03-06
347,14005,2023-03-21
347,14006,2023-03-04
347,14007,2023-01-09
347,14008,2023-03-17
347,14009,2023-03-08
347,14010,2023-03-13
347,14011,2023-01-22
347,14012,2023-03-06
347,14013,2023-02-13
347,14014,2023-03-16
347,14015,2023-03-07
347,14016,2023-01-25
347,14017,2023-02-03
347,14018,2023-01-05
347,14019,2023-01-13
347,14020,2023-01-13
347,14021,2023-02-17
347,14022,2023-01-14
347,14023,2023-02-17
347,14024,2023-01-19
347,14025,2023-01-07
347,14026,2023-01-18
347,14027,2023-01-16
873,14028,2023-03-14
873,14029,2023-02-21
873,14030,2023-02-01
873,14031,2023-03-25
873,14032,2023-03-25
873,14033,2023-03-25
873,14034,2023-03-22
873,14035,2023-02-25
873,14036,2023-02-13
873,14037,2023-02-24
873,14038,2023-02-17
873,14039,2023-03-07
873,14040,2023-01-18
428,14041,2023-01-02
428,14042,2023-01-28
428,14043,2023-01-04
922,14044,2023-01-03
922,14045,2023-01-03
922,14046,2023-01-13
922,14047,2023-02-08
432,14048,2023-03-05
432,14049,2023-01-14
432,14050,2023-01-15
281,14051,2023-02-12
281,14052,2023-01-31
281,14053,2023-02-20
281,14054,2023-02-05
281,14055,2023-02-05
281,14056,2023-02-05
281,14057,2023-02-25
281,14058,2023-02-25
281,14059,2023-02-04
281,14060,2023-03-16
281,14061,2023-01-26
281,14062,2023-01-08
281,14063,2023-02-09
281,14064,2023-02-26
281,14065,2023-02-26
281,14066,2023-03-15
281,14067,2023-01-23
281,14068,2023-01-18
281,14069,2023-02-15
281,14070,2023-01-24
652,14071,2023-01-17
905,14072,2023-01-20
460,14073,2023-01-20
896,14074,2023-01-22
243,14075,2023-02-20
243,14076,2023-02-23
243,14077,2023-02-22
243,14078,2023-02-07
243,14079,2023-01-13
243,14080,2023-03-13
243,14081,2023-02-09
243,14082,2023-01-13
243,14083,2023-03-28
243,14084,2023-01-20
243,14085,2023-03-07
243,14086,2023-02-14
243,14087,2023-02-14
93,14088,2023-02-11
93,14089,2023-03-01
93,14090,2023-03-27
93,14091,2023-02-19
93,14092,2023-02-05
93,14093,2023-02-05
93,14094,2023-02-05
93,14095,2023-02-19
93,14096,2023-03-01
93,14097,2023-02-11
93,14098,2023-02-04
93,14099,2023-03-04
93,14100,2023-01-10
93,14101,2023-02-17
303,14102,2023-01-01
303,14103,2023-01-14
315,14104,2023-01-14
85,14105,2023-01-28
85,14106,2023-02-05
85,14107,2023-01-21
165,14108,2023-01-22
789,14109,2023-01-18
139,14110,2023-03-21
139,14111,2023-03-23
139,14112,2023-02-21
139,14113,2023-03-19
139,14114,2023-01-05
139,14115,2023-02-08
776,14116,2023-01-22
776,14117,2023-03-21
589,14118,2023-01-28
742,14119,2023-02-11
742,14120,2023-01-08
742,14121,2023-02-03
742,14122,2023-01-18
742,14123,2023-01-18
681,14124,2023-01-28
681,14125,2023-01-27
681,14126,2023-02-19
681,14127,2023-03-03
681,14128,2023-02-05
681,14129,2023-02-15
681,14130,2023-02-06
681,14131,2023-02-06
681,14132,2023-03-09
681,14133,2023-03-18
681,14134,2023-02-04
681,14135,2023-03-04
681,14136,2023-02-16
681,14137,2023-01-04
681,14138,2023-02-08
365,14139,2023-01-17
365,14140,2023-02-23
365,14141,2023-01-12
365,14142,2023-03-14
961,14143,2023-01-17
961,14144,2023-02-05
961,14145,2023-03-14
961,14146,2023-03-08
961,14147,2023-02-23
961,14148,2023-02-01
961,14149,2023-02-22
961,14150,2023-01-01
961,14151,2023-02-07
961,14152,2023-01-25
961,14153,2023-01-05
961,14154,2023-01-13
961,14155,2023-01-13
961,14156,2023-01-12
961,14157,2023-03-24
961,14158,2023-03-11
961,14159,2023-02-08
961,14160,2023-02-12
961,14161,2023-03-14
961,14162,2023-01-19
961,14163,2023-02-15
104,14164,2023-01-26
104,14165,2023-01-26
107,14166,2023-01-22
107,14167,2023-01-25
131,14168,2023-01-06
131,14169,2023-01-08
131,14170,2023-02-16
806,14171,2023-01-14
806,14172,2023-02-16
292,14173,2023-02-26
292,14174,2023-02-24
292,14175,2023-02-26
292,14176,2023-01-28
827,14177,2023-01-29
827,14178,2023-01-17
827,14179,2023-01-17
676,14180,2023-01-13
676,14181,2023-01-21
676,14182,2023-01-15
314,14183,2023-01-28
314,14184,2023-01-25
314,14185,2023-01-14
638,14186,2023-03-21
638,14187,2023-03-08
638,14188,2023-01-12
616,14189,2023-03-11
616,14190,2023-01-04
627,14191,2023-01-31
627,14192,2023-03-02
627,14193,2023-01-28
470,14194,2023-01-22
740,14195,2023-02-01
740,14196,2023-01-27
502,14197,2023-01-31
820,14198,2023-01-06
820,14199,2023-01-07
168,14200,2023-01-07
299,14201,2023-02-26
299,14202,2023-02-12
299,14203,2023-02-12
299,14204,2023-02-18
299,14205,2023-03-22
299,14206,2023-03-05
299,14207,2023-01-12
299,14208,2023-03-12
299,14209,2023-01-16
32,14210,2023-01-07
395,14211,2023-01-07
53,14212,2023-01-29
53,14213,2023-02-02
53,14214,2023-02-01
53,14215,2023-02-01
53,14216,2023-02-27
53,14217,2023-02-07
53,14218,2023-02-28
53,14219,2023-01-27
53,14220,2023-02-02
53,14221,2023-01-14
53,14222,2023-01-20
53,14223,2023-01-30
53,14224,2023-02-08
53,14225,2023-01-31
53,14226,2023-01-07
53,14227,2023-01-02
53,14228,2023-01-24
675,14229,2023-03-28
675,14230,2023-01-31
675,14231,2023-03-04
675,14232,2023-02-01
675,14233,2023-03-25
675,14234,2023-03-05
675,14235,2023-01-31
675,14236,2023-03-07
915,14237,2023-01-25
915,14238,2023-01-10
915,14239,2023-01-20
147,14240,2023-01-22
147,14241,2023-03-05
147,14242,2023-01-16
481,14243,2023-02-11
481,14244,2023-03-01
481,14245,2023-02-12
481,14246,2023-01-29
481,14247,2023-02-19
481,14248,2023-01-25
481,14249,2023-02-04
481,14250,2023-03-05
481,14251,2023-02-21
481,14252,2023-02-28
481,14253,2023-02-28
481,14254,2023-01-27
481,14255,2023-02-09
481,14256,2023-02-07
481,14257,2023-01-28
481,14258,2023-02-14
688,14259,2023-03-15
688,14260,2023-03-21
688,14261,2023-01-23
260,14262,2023-01-26
717,14263,2023-03-29
717,14264,2023-03-03
717,14265,2023-03-10
717,14266,2023-03-17
717,14267,2023-01-24
717,14268,2023-01-20
717,14269,2023-02-17
439,14270,2023-03-10
439,14271,2023-01-25
439,14272,2023-02-04
439,14273,2023-02-18
787,14274,2023-03-15
787,14275,2023-02-03
787,14276,2023-02-17
787,14277,2023-02-12
787,14278,2023-01-16
787,14279,2023-01-16
279,14280,2023-03-26
279,14281,2023-03-25
279,14282,2023-01-06
279,14283,2023-01-04
279,14284,2023-02-15
279,14285,2023-02-16
13,14286,2023-01-26
488,14287,2023-01-06
488,14288,2023-01-16
849,14289,2023-02-05
849,14290,2023-02-05
849,14291,2023-01-08
88,14292,2023-01-14
712,14293,2023-02-06
712,14294,2023-01-25
712,14295,2023-01-30
556,14296,2023-01-27
556,14297,2023-01-27
556,14298,2023-03-13
556,14299,2023-02-28
556,14300,2023-01-27
556,14301,2023-01-25
556,14302,2023-01-25
556,14303,2023-01-11
556,14304,2023-03-11
556,14305,2023-02-08
556,14306,2023-01-23
993,14307,2023-01-23
975,14308,2023-02-11
975,14309,2023-01-29
975,14310,2023-03-26
975,14311,2023-03-11
975,14312,2023-02-25
95,14313,2023-02-12
95,14314,2023-01-31
95,14315,2023-03-17
95,14316,2023-03-08
95,14317,2023-03-01
95,14318,2023-02-01
95,14319,2023-03-25
95,14320,2023-03-15
95,14321,2023-03-06
95,14322,2023-02-13
95,14323,2023-03-16
95,14324,2023-02-02
95,14325,2023-02-09
95,14326,2023-02-20
95,14327,2023-01-25
95,14328,2023-03-20
95,14329,2023-02-10
95,14330,2023-01-29
95,14331,2023-03-12
95,14332,2023-02-17
95,14333,2023-02-17
95,14334,2023-03-30
95,14335,2023-03-30
733,14336,2023-02-26
733,14337,2023-01-01
733,14338,2023-02-27
733,14339,2023-01-04
234,14340,2023-02-10
234,14341,2023-02-01
234,14342,2023-02-02
234,14343,2023-01-26
913,14344,2023-03-09
913,14345,2023-03-15
913,14346,2023-02-09
913,14347,2023-01-03
913,14348,2023-03-21
913,14349,2023-01-29
817,14350,2023-03-22
817,14351,2023-01-29
722,14352,2023-01-19
722,14353,2023-01-19
57,14354,2023-02-12
57,14355,2023-01-27
57,14356,2023-02-08
57,14357,2023-02-25
57,14358,2023-02-24
57,14359,2023-02-03
57,14360,2023-01-12
894,14361,2023-02-21
894,14362,2023-02-21
894,14363,2023-03-24
894,14364,2023-01-03
894,14365,2023-03-18
894,14366,2023-03-24
894,14367,2023-01-23
590,14368,2023-01-06
590,14369,2023-01-16
3,14370,2023-01-08
853,14371,2023-01-29
985,14372,2023-01-22
985,14373,2023-02-24
985,14374,2023-02-10
985,14375,2023-02-10
985,14376,2023-01-30
985,14377,2023-01-23
985,14378,2023-01-19
985,14379,2023-01-19
985,14380,2023-01-23
985,14381,2023-02-25
851,14382,2023-01-29
851,14383,2023-03-08
851,14384,2023-03-08
851,14385,2023-03-08
851,14386,2023-03-08
851,14387,2023-03-08
851,14388,2023-02-28
851,14389,2023-01-13
851,14390,2023-01-05
851,14391,2023-02-18
851,14392,2023-01-04
851,14393,2023-01-23
851,14394,2023-02-15
126,14395,2023-01-30
210,14396,2023-01-17
509,14397,2023-01-08
440,14398,2023-03-20
440,14399,2023-01-25
906,14400,2023-01-25
906,14401,2023-01-25
160,14402,2023-01-21
17,14403,2023-01-13
173,14404,2023-01-22
173,14405,2023-01-01
173,14406,2023-03-02
173,14407,2023-01-24
173,14408,2023-01-26
173,14409,2023-03-11
87,14410,2023-03-31
87,14411,2023-02-15
87,14412,2023-01-15
87,14413,2023-03-30
87,14414,2023-01-23
714,14415,2023-01-09
714,14416,2023-03-01
323,14417,2023-02-15
323,14418,2023-01-25
61,14419,2023-02-26
61,14420,2023-03-19
61,14421,2023-03-31
61,14422,2023-01-14
61,14423,2023-01-20
70,14424,2023-01-25
35,14425,2023-03-17
35,14426,2023-03-10
35,14427,2023-02-11
35,14428,2023-03-15
35,14429,2023-02-04
35,14430,2023-02-28
35,14431,2023-01-20
35,14432,2023-01-29
35,14433,2023-01-31
35,14434,2023-01-18
235,14435,2023-01-13
235,14436,2023-01-14
235,14437,2023-01-21
862,14438,2023-03-12
862,14439,2023-02-18
862,14440,2023-03-25
862,14441,2023-01-22
862,14442,2023-01-21
228,14443,2023-01-23
306,14444,2023-01-02
454,14445,2023-01-09
454,14446,2023-01-13
454,14447,2023-01-07
454,14448,2023-01-18
454,14449,2023-01-02
650,14450,2023-01-14
869,14451,2023-02-08
869,14452,2023-01-09
869,14453,2023-03-01
869,14454,2023-02-24
869,14455,2023-01-02
869,14456,2023-01-10
869,14457,2023-03-07
869,14458,2023-01-21
23,14459,2023-01-23
23,14460,2023-01-23
534,14461,2023-01-16
435,14462,2023-01-23
435,14463,2023-01-23
748,14464,2023-01-13
748,14465,2023-01-11
31,14466,2023-03-27
31,14467,2023-02-05
31,14468,2023-02-20
31,14469,2023-03-21
31,14470,2023-03-06
31,14471,2023-01-27
31,14472,2023-02-10
31,14473,2023-01-23
31,14474,2023-01-31
545,14475,2023-01-03
75,14476,2023-03-24
75,14477,2023-02-23
75,14478,2023-03-02
75,14479,2023-03-11
75,14480,2023-02-17
75,14481,2023-03-12
75,14482,2023-01-28
75,14483,2023-02-16
254,14484,2023-01-17
254,14485,2023-01-03
254,14486,2023-01-13
254,14487,2023-01-26
864,14488,2023-01-26
864,14489,2023-01-26
561,14490,2023-01-08
691,14491,2023-01-24
781,14492,2023-01-10
781,14493,2023-03-12
781,14494,2023-01-07
781,14495,2023-01-24
713,14496,2023-02-11
713,14497,2023-02-04
713,14498,2023-02-13
713,14499,2023-03-02
713,14500,2023-03-10
713,14501,2023-01-14
713,14502,2023-01-20
713,14503,2023-01-18
713,14504,2023-03-18
713,14505,2023-01-21
841,14506,2023-01-21
841,14507,2023-01-21
636,14508,2023-03-18
636,14509,2023-03-04
636,14510,2023-03-04
636,14511,2023-03-11
636,14512,2023-03-11
636,14513,2023-01-28
636,14514,2023-01-02
283,14515,2023-03-01
283,14516,2023-03-22
283,14517,2023-03-04
283,14518,2023-01-03
283,14519,2023-01-03
283,14520,2023-03-21
283,14521,2023-02-18
283,14522,2023-03-18
283,14523,2023-02-11
283,14524,2023-01-24
283,14525,2023-02-11
794,14526,2023-02-28
794,14527,2023-01-21
597,14528,2023-01-31
597,14529,2023-02-21
597,14530,2023-02-23
597,14531,2023-01-13
597,14532,2023-01-26
597,14533,2023-01-11
664,14534,2023-01-10
664,14535,2023-01-07
508,14536,2023-01-27
980,14537,2023-03-15
980,14538,2023-03-15
980,14539,2023-02-23
980,14540,2023-02-21
980,14541,2023-02-21
980,14542,2023-02-28
980,14543,2023-01-24
980,14544,2023-02-25
205,14545,2023-01-25
298,14546,2023-01-24
81,14547,2023-01-09
81,14548,2023-01-12
81,14549,2023-01-24
81,14550,2023-01-14
81,14551,2023-01-08
81,14552,2023-01-20
81,14553,2023-01-18
81,14554,2023-01-16
614,14555,2023-01-12
578,14556,2023-01-09
244,14557,2023-01-29
244,14558,2023-03-21
244,14559,2023-03-21
244,14560,2023-03-21
244,14561,2023-01-16
861,14562,2023-01-27
861,14563,2023-01-15
861,14564,2023-01-21
90,14565,2023-01-17
90,14566,2023-02-20
90,14567,2023-02-24
90,14568,2023-01-29
90,14569,2023-01-24
103,14570,2023-01-14
103,14571,2023-01-14
344,14572,2023-02-06
344,14573,2023-01-22
736,14574,2023-01-12
736,14575,2023-02-17
736,14576,2023-02-14
825,14577,2023-01-29
825,14578,2023-02-11
195,14579,2023-03-29
195,14580,2023-03-25
195,14581,2023-02-25
195,14582,2023-03-21
195,14583,2023-01-13
195,14584,2023-01-23
195,14585,2023-03-12
355,14586,2023-03-03
355,14587,2023-03-25
355,14588,2023-03-25
355,14589,2023-03-25
355,14590,2023-03-15
355,14591,2023-01-28
340,14592,2023-01-06
286,14593,2023-01-08
783,14594,2023-01-13
764,14595,2023-03-26
764,14596,2023-01-20
764,14597,2023-01-28
256,14598,2023-01-08
529,14599,2023-01-23
378,14600,2023-01-02
876,14601,2023-01-12
876,14602,2023-01-04
335,14603,2023-01-14
335,14604,2023-01-14
957,14605,2023-01-08
957,14606,2023-01-08
143,14607,2023-01-17
143,14608,2023-01-09
143,14609,2023-03-13
143,14610,2023-03-06
143,14611,2023-03-06
143,14612,2023-03-04
143,14613,2023-02-17
143,14614,2023-01-08
143,14615,2023-03-07
58,14616,2023-02-10
58,14617,2023-01-17
58,14618,2023-02-13
58,14619,2023-02-07
58,14620,2023-01-30
58,14621,2023-01-07
58,14622,2023-02-08
58,14623,2023-02-15
58,14624,2023-01-15
58,14625,2023-02-16
226,14626,2023-01-27
184,14627,2023-01-12
587,14628,2023-01-18
587,14629,2023-02-21
587,14630,2023-02-23
587,14631,2023-02-11
587,14632,2023-01-10
587,14633,2023-03-05
587,14634,2023-01-14
587,14635,2023-01-30
618,14636,2023-01-24
327,14637,2023-02-24
327,14638,2023-02-24
327,14639,2023-02-24
327,14640,2023-01-24
327,14641,2023-01-24
59,14642,2023-01-15
404,14643,2023-01-22
884,14644,2023-01-25
884,14645,2023-02-11
780,14646,2023-01-26
400,14647,2023-02-21
400,14648,2023-01-08
261,14649,2023-01-28
705,14650,2023-02-11
705,14651,2023-01-14
325,14652,2023-03-31
325,14653,2023-02-15
325,14654,2023-01-13
978,14655,2023-01-17
978,14656,2023-02-03
978,14657,2023-01-12
382,14658,2023-01-27
421,14659,2023-01-09
898,14660,2023-01-30
462,14661,2023-01-17
462,14662,2023-03-24
462,14663,2023-01-22
462,14664,2023-02-02
462,14665,2023-02-20
462,14666,2023-01-24
462,14667,2023-01-02
462,14668,2023-02-28
191,14669,2023-03-10
191,14670,2023-02-27
191,14671,2023-03-09
191,14672,2023-01-06
191,14673,2023-03-19
191,14674,2023-01-28
191,14675,2023-01-30
191,14676,2023-01-19
116,14677,2023-01-27
116,14678,2023-03-25
116,14679,2023-02-04
116,14680,2023-03-10
116,14681,2023-02-17
116,14682,2023-01-03
116,14683,2023-01-14
116,14684,2023-02-14
116,14685,2023-02-11
852,14686,2023-03-01
852,14687,2023-01-08
651,14688,2023-02-10
651,14689,2023-02-19
651,14690,2023-03-01
651,14691,2023-03-13
651,14692,2023-03-13
651,14693,2023-03-09
651,14694,2023-01-06
651,14695,2023-01-18
724,14696,2023-03-19
724,14697,2023-01-01
724,14698,2023-03-29
671,14699,2023-01-15
373,14700,2023-01-29
966,14701,2023-03-28
966,14702,2023-02-23
966,14703,2023-02-23
966,14704,2023-03-16
966,14705,2023-01-10
966,14706,2023-03-02
966,14707,2023-02-02
448,14708,2023-01-28
1232,14709,2023-03-18
1232,14710,2023-03-10
1232,14711,2023-02-11
1232,14712,2023-02-25
1232,14713,2023-01-20
1232,14714,2023-02-25
1232,14715,2023-03-10
1232,14716,2023-03-21
1232,14717,2023-01-24
1232,14718,2023-01-20
1666,14719,2023-02-20
1666,14720,2023-02-28
1666,14721,2023-03-19
1666,14722,2023-02-09
1666,14723,2023-03-25
1666,14724,2023-01-08
1666,14725,2023-01-27
1666,14726,2023-02-25
1666,14727,2023-02-21
1666,14728,2023-02-27
1666,14729,2023-03-25
1785,14730,2023-03-30
1785,14731,2023-01-06
1785,14732,2023-03-19
1785,14733,2023-03-03
1785,14734,2023-01-12
1785,14735,2023-02-12
1785,14736,2023-03-12
1785,14737,2023-03-09
1785,14738,2023-02-08
1785,14739,2023-03-03
1785,14740,2023-03-16
1251,14741,2023-03-16
1251,14742,2023-01-06
1251,14743,2023-01-26
1251,14744,2023-03-26
1251,14745,2023-03-29
1251,14746,2023-03-02
1251,14747,2023-03-20
1289,14748,2023-02-16
1289,14749,2023-02-22
1289,14750,2023-03-12
1289,14751,2023-03-26
1289,14752,2023-03-10
1289,14753,2023-02-03
1289,14754,2023-01-23
1289,14755,2023-02-04
1289,14756,2023-03-26
1289,14757,2023-03-01
1289,14758,2023-01-13
1289,14759,2023-02-21
1289,14760,2023-02-03
1289,14761,2023-03-20
1289,14762,2023-02-18
1289,14763,2023-03-04
1289,14764,2023-01-30
1289,14765,2023-02-17
1289,14766,2023-03-10
1289,14767,2023-02-08
1289,14768,2023-03-07
1289,14769,2023-03-04
1289,14770,2023-03-25
1289,14771,2023-01-24
1289,14772,2023-02-28
1289,14773,2023-02-10
1289,14774,2023-02-19
1289,14775,2023-02-11
1289,14776,2023-01-17
1289,14777,2023-03-31
1289,14778,2023-01-13
1289,14779,2023-02-19
1289,14780,2023-01-28
1289,14781,2023-01-30
1289,14782,2023-02-16
1289,14783,2023-01-06
1117,14784,2023-01-08
1117,14785,2023-01-08
1117,14786,2023-01-08
1117,14787,2023-01-08
1117,14788,2023-01-19
1117,14789,2023-03-05
1914,14790,2023-02-16
1914,14791,2023-01-30
1914,14792,2023-02-10
1914,14793,2023-03-24
1914,14794,2023-03-18
1914,14795,2023-03-25
1914,14796,2023-03-10
1914,14797,2023-02-23
1983,14798,2023-01-19
1826,14799,2023-03-17
1826,14800,2023-03-03
1826,14801,2023-02-19
1826,14802,2023-02-02
1826,14803,2023-01-04
1826,14804,2023-03-05
1061,14805,2023-02-13
1061,14806,2023-02-20
1061,14807,2023-03-08
1061,14808,2023-01-14
1061,14809,2023-01-09
1061,14810,2023-03-30
1061,14811,2023-01-08
1061,14812,2023-03-06
1061,14813,2023-02-11
1061,14814,2023-03-18
1061,14815,2023-01-01
1061,14816,2023-01-15
1061,14817,2023-03-18
1061,14818,2023-02-11
1061,14819,2023-03-24
1061,14820,2023-01-08
1061,14821,2023-03-26
1061,14822,2023-01-18
1061,14823,2023-03-19
1061,14824,2023-03-05
1061,14825,2023-02-18
1061,14826,2023-02-19
1061,14827,2023-01-18
1061,14828,2023-03-02
1061,14829,2023-03-09
1061,14830,2023-03-19
1061,14831,2023-02-04
1061,14832,2023-02-21
1061,14833,2023-02-05
1061,14834,2023-02-08
1471,14835,2023-03-15
1471,14836,2023-01-02
1471,14837,2023-01-27
1471,14838,2023-02-04
1471,14839,2023-01-11
1471,14840,2023-02-18
1471,14841,2023-03-30
1471,14842,2023-02-12
1471,14843,2023-01-04
1471,14844,2023-03-05
1471,14845,2023-02-10
1471,14846,2023-02-20
1471,14847,2023-01-01
1471,14848,2023-01-25
1471,14849,2023-01-30
1471,14850,2023-02-08
1471,14851,2023-03-20
1471,14852,2023-03-03
1471,14853,2023-03-31
1471,14854,2023-01-12
1471,14855,2023-02-21
1471,14856,2023-03-24
1471,14857,2023-02-25
1471,14858,2023-03-03
1471,14859,2023-01-10
1471,14860,2023-02-07
1471,14861,2023-01-23
1471,14862,2023-03-18
1471,14863,2023-02-10
1471,14864,2023-01-12
1471,14865,2023-02-24
1471,14866,2023-02-03
1471,14867,2023-02-06
1471,14868,2023-02-17
1471,14869,2023-01-25
1495,14870,2023-02-15
1495,14871,2023-02-02
1495,14872,2023-02-04
1495,14873,2023-03-27
1495,14874,2023-02-11
1495,14875,2023-02-06
1495,14876,2023-02-17
1495,14877,2023-02-13
1495,14878,2023-02-03
1495,14879,2023-01-17
1495,14880,2023-01-12
1495,14881,2023-02-17
1495,14882,2023-01-19
1495,14883,2023-01-13
1512,14884,2023-01-05
1512,14885,2023-01-08
1512,14886,2023-01-10
1550,14887,2023-01-28
1550,14888,2023-01-28
1550,14889,2023-01-28
1105,14890,2023-01-05
1105,14891,2023-01-20
1105,14892,2023-03-14
1105,14893,2023-01-27
1105,14894,2023-02-25
1105,14895,2023-01-01
1105,14896,2023-03-22
1105,14897,2023-02-05
1105,14898,2023-01-11
1105,14899,2023-02-14
1105,14900,2023-02-26
1105,14901,2023-03-05
1105,14902,2023-01-07
1105,14903,2023-02-20
1105,14904,2023-01-29
1105,14905,2023-03-18
1105,14906,2023-02-06
1105,14907,2023-03-29
1105,14908,2023-02-25
1105,14909,2023-03-27
1105,14910,2023-01-20
1060,14911,2023-01-30
1060,14912,2023-03-12
1060,14913,2023-01-24
1060,14914,2023-01-20
1060,14915,2023-03-14
1547,14916,2023-01-06
1478,14917,2023-01-08
1478,14918,2023-01-06
1478,14919,2023-01-08
1478,14920,2023-01-10
1364,14921,2023-01-09
1364,14922,2023-02-01
1364,14923,2023-01-18
1364,14924,2023-01-09
1317,14925,2023-01-27
1317,14926,2023-01-24
1317,14927,2023-01-31
1317,14928,2023-01-18
1317,14929,2023-01-18
1317,14930,2023-01-26
1317,14931,2023-01-24
1241,14932,2023-02-11
1241,14933,2023-02-24
1241,14934,2023-02-01
1241,14935,2023-01-11
1241,14936,2023-01-23
1241,14937,2023-02-12
1241,14938,2023-02-21
1241,14939,2023-03-24
1241,14940,2023-01-25
1241,14941,2023-03-18
1241,14942,2023-02-10
1241,14943,2023-01-07
1241,14944,2023-01-12
1241,14945,2023-01-23
1241,14946,2023-02-17
1241,14947,2023-02-16
1241,14948,2023-02-04
1241,14949,2023-01-15
1241,14950,2023-03-10
1241,14951,2023-02-10
1241,14952,2023-03-03
1241,14953,2023-03-05
1241,14954,2023-02-24
1241,14955,2023-03-20
1241,14956,2023-03-22
1241,14957,2023-02-12
1241,14958,2023-01-01
1241,14959,2023-02-04
1241,14960,2023-03-03
1241,14961,2023-03-19
1241,14962,2023-02-08
1241,14963,2023-02-03
1241,14964,2023-02-24
1241,14965,2023-01-27
1241,14966,2023-02-17
1241,14967,2023-03-30
1241,14968,2023-02-19
1241,14969,2023-01-11
1241,14970,2023-02-08
1241,14971,2023-03-10
1241,14972,2023-01-01
1241,14973,2023-03-31
1241,14974,2023-03-25
1241,14975,2023-01-04
1241,14976,2023-03-10
1241,14977,2023-01-21
1241,14978,2023-02-04
1241,14979,2023-02-08
1241,14980,2023-03-09
1241,14981,2023-03-10
1241,14982,2023-01-31
1241,14983,2023-03-13
1241,14984,2023-03-31
1241,14985,2023-01-23
1241,14986,2023-03-22
1241,14987,2023-02-06
1241,14988,2023-02-10
1241,14989,2023-03-29
1241,14990,2023-03-13
1241,14991,2023-02-13
1241,14992,2023-01-14
1241,14993,2023-02-28
1241,14994,2023-01-27
1241,14995,2023-02-17
1241,14996,2023-01-17
1241,14997,2023-03-13
1241,14998,2023-02-07
1241,14999,2023-01-18
1241,15000,2023-01-19
1241,15001,2023-01-23
1241,15002,2023-02-09
1241,15003,2023-01-11
1241,15004,2023-03-12
1241,15005,2023-03-03
1241,15006,2023-02-04
1241,15007,2023-03-26
1241,15008,2023-01-06
1241,15009,2023-02-03
1241,15010,2023-01-14
1241,15011,2023-03-02
1241,15012,2023-03-29
1241,15013,2023-02-02
1241,15014,2023-01-06
1241,15015,2023-02-09
1241,15016,2023-03-25
1241,15017,2023-02-18
1241,15018,2023-03-25
1241,15019,2023-03-21
1241,15020,2023-03-06
1241,15021,2023-01-20
1241,15022,2023-03-10
1675,15023,2023-03-11
1675,15024,2023-03-11
1675,15025,2023-01-28
1675,15026,2023-03-29
1675,15027,2023-01-16
1675,15028,2023-03-07
1675,15029,2023-01-22
1675,15030,2023-01-22
1675,15031,2023-01-28
1675,15032,2023-02-07
1483,15033,2023-03-03
1483,15034,2023-01-29
1483,15035,2023-02-04
1483,15036,2023-01-05
1483,15037,2023-03-11
1483,15038,2023-02-17
1483,15039,2023-02-03
1483,15040,2023-01-06
1483,15041,2023-01-20
1483,15042,2023-01-08
1887,15043,2023-01-23
1887,15044,2023-01-02
1887,15045,2023-02-02
1887,15046,2023-03-21
1711,15047,2023-03-04
1711,15048,2023-03-10
1711,15049,2023-02-08
1711,15050,2023-03-09
1711,15051,2023-01-17
1711,15052,2023-01-28
1711,15053,2023-01-20
1711,15054,2023-02-01
1711,15055,2023-03-01
1711,15056,2023-03-19
1711,15057,2023-03-10
1151,15058,2023-03-14
1151,15059,2023-01-12
1151,15060,2023-03-04
1151,15061,2023-01-15
1151,15062,2023-03-24
1151,15063,2023-02-12
1151,15064,2023-03-15
1528,15065,2023-01-19
1528,15066,2023-02-14
1528,15067,2023-02-10
1528,15068,2023-01-28
1528,15069,2023-02-02
1528,15070,2023-03-15
1528,15071,2023-02-08
1528,15072,2023-02-21
1757,15073,2023-01-30
1757,15074,2023-01-25
1757,15075,2023-01-19
1757,15076,2023-01-19
1757,15077,2023-01-05
1757,15078,2023-03-11
1757,15079,2023-02-05
1757,15080,2023-01-02
1622,15081,2023-03-08
1622,15082,2023-01-15
1622,15083,2023-02-22
1622,15084,2023-03-10
1622,15085,2023-02-26
1622,15086,2023-03-15
1622,15087,2023-03-17
1622,15088,2023-02-19
1622,15089,2023-01-25
1622,15090,2023-03-21
1622,15091,2023-02-21
1622,15092,2023-03-26
1622,15093,2023-01-16
1276,15094,2023-02-18
1276,15095,2023-03-13
1276,15096,2023-02-06
1276,15097,2023-02-17
1276,15098,2023-02-24
1276,15099,2023-02-08
1276,15100,2023-01-16
1276,15101,2023-02-06
1276,15102,2023-01-08
1276,15103,2023-03-03
1276,15104,2023-03-22
1276,15105,2023-01-05
1276,15106,2023-01-16
1276,15107,2023-01-12
1276,15108,2023-02-19
1276,15109,2023-02-27
1240,15110,2023-01-13
1240,15111,2023-03-13
1240,15112,2023-01-24
1240,15113,2023-02-23
1687,15114,2023-01-23
1418,15115,2023-03-31
1418,15116,2023-02-27
1418,15117,2023-01-08
1418,15118,2023-01-01
